# TOTAL_GENES = 55849
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
REACTOME_DISEASES_OF_SIGNAL_...         SET     416    -0.018767   -0.0016136     0.041283       0.6753 REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
REACTOME_DNA_DAMAGE_TELOMERE...         SET      76     0.015548   0.00057315      0.12024      0.44856 REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE
REACTOME_DOWNSTREAM_SIGNALIN...1        SET      31     -0.13573    -0.003197      0.14724       0.8217 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1
REACTOME_DOWNSTREAM_SIGNALIN...2        SET      29     -0.19744    -0.004498      0.15618      0.89692 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2
REACTOME_DOWNSTREAM_SIGNALIN...3        SET      24     -0.21966   -0.0045525      0.16854      0.90376 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3
REACTOME_DOWNSTREAM_SIGNALIN...4        SET      26      -0.1156   -0.0024936       0.1617      0.76265 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4
REACTOME_DOWNSTREAM_SIGNAL_T...         SET      28     -0.26478   -0.0059272      0.15947      0.95157 REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION
REACTOME_DUAL_INCISION_IN_GG...         SET      39     -0.21031   -0.0055556      0.12477      0.95405 REACTOME_DUAL_INCISION_IN_GG_NER
REACTOME_ENDOSOMAL_VACUOLAR_...         SET      11     0.068385   0.00095964      0.24637      0.39067 REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
REACTOME_ER_TO_GOLGI_ANTEROG...         SET     150     -0.11755   -0.0060839      0.06822      0.95756 REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT
REACTOME_ESR_MEDIATED_SIGNAL...         SET     212    -0.049367   -0.0030358     0.062624      0.78474 REACTOME_ESR_MEDIATED_SIGNALING
REACTOME_ESTROGEN_DEPENDENT_...         SET     142    0.0042284   0.00021294     0.081563      0.47933 REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION
REACTOME_EUKARYOTIC_TRANSLAT...1        SET      88    -0.051368   -0.0020375     0.095461      0.70475 REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION
REACTOME_EUKARYOTIC_TRANSLAT...2        SET     111    -0.027031   -0.0012039     0.081719       0.6296 REACTOME_EUKARYOTIC_TRANSLATION_INITIATION
REACTOME_FACTORS_INVOLVED_IN...         SET     162    -0.079858   -0.0042948      0.06892      0.87671 REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION
REACTOME_FGFR1C_LIGAND_BINDI...         SET      11     -0.20022   -0.0028097      0.25028      0.78814 REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION
REACTOME_FGFR1_LIGAND_BINDIN...         SET      15    -0.089398   -0.0014649      0.22167      0.65663 REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION
REACTOME_FGFR1_MUTANT_RECEPT...         SET      31    -0.087338   -0.0020571      0.15716      0.71081 REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION
REACTOME_FGFR2_MUTANT_RECEPT...         SET      32     -0.19121   -0.0045757      0.16625      0.87495 REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION
REACTOME_FLT3_SIGNALING_IN_D...         SET      28     -0.17733   -0.0039696      0.16297      0.86173 REACTOME_FLT3_SIGNALING_IN_DISEASE
REACTOME_FORMATION_OF_THE_BE...         SET      87      0.13657     0.005386        0.112      0.11136 REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX
REACTOME_FRS_MEDIATED_FGFR1_...         SET      23     -0.10207    -0.002071      0.17185      0.72373 REACTOME_FRS_MEDIATED_FGFR1_SIGNALING
REACTOME_FRS_MEDIATED_FGFR2_...         SET      24     -0.20267   -0.0042005      0.17167      0.88111 REACTOME_FRS_MEDIATED_FGFR2_SIGNALING
REACTOME_FRS_MEDIATED_FGFR3_...         SET      19     -0.23155   -0.0042701      0.18852      0.89031 REACTOME_FRS_MEDIATED_FGFR3_SIGNALING
REACTOME_FRS_MEDIATED_FGFR4_...         SET      21     -0.10274   -0.0019919      0.17909       0.7169 REACTOME_FRS_MEDIATED_FGFR4_SIGNALING
REACTOME_GENE_SILENCING_BY_R...         SET     135    -0.043273    -0.002125      0.07827      0.70982 REACTOME_GENE_SILENCING_BY_RNA
REACTOME_GOLGI_TO_ER_RETROGR...         SET     130    -0.059014   -0.0028439     0.073069      0.79035 REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT
REACTOME_GPCR_LIGAND_BINDING            SET     444    0.0070562   0.00062665     0.040213      0.43036 REACTOME_GPCR_LIGAND_BINDING
REACTOME_G_ALPHA_Q_SIGNALLIN...         SET     206     0.089343    0.0054161     0.059077     0.065229 REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS
REACTOME_HCMV_INFECTION                 SET     154     -0.19999    -0.010487     0.074514      0.99636 REACTOME_HCMV_INFECTION
REACTOME_HIV_ELONGATION_ARRE...         SET      35      0.17068    0.0042715      0.14876      0.12562 REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY
REACTOME_HSF1_DEPENDENT_TRAN...         SET      37     -0.12638    -0.003252      0.15263      0.79617 REACTOME_HSF1_DEPENDENT_TRANSACTIVATION
REACTOME_HSP90_CHAPERONE_CYC...         SET      55    -0.094769   -0.0029726      0.11041      0.80465 REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND
REACTOME_IMMUNOREGULATORY_IN...         SET     126       0.1301    0.0061727     0.077066     0.045689 REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL
REACTOME_INFLUENZA_INFECTION            SET     150    -0.077292   -0.0040003     0.067412      0.87422 REACTOME_INFLUENZA_INFECTION
REACTOME_INITIAL_TRIGGERING_...         SET      25     -0.08851   -0.0018722      0.19382      0.67604 REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT
REACTOME_INTERFERON_ALPHA_BE...         SET      71      0.06632    0.0023632      0.10467      0.26316 REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
REACTOME_INTERFERON_GAMMA_SI...         SET      86    -0.038381    -0.001505      0.09042      0.66439 REACTOME_INTERFERON_GAMMA_SIGNALING
REACTOME_INTERFERON_SIGNALING           SET     195     -0.02108   -0.0012434     0.059451      0.63854 REACTOME_INTERFERON_SIGNALING
REACTOME_IRAK4_DEFICIENCY_TL...         SET      17     -0.55143   -0.0096192      0.19074      0.99808 REACTOME_IRAK4_DEFICIENCY_TLR2_4
REACTOME_IRS_MEDIATED_SIGNAL...         SET      47      -0.0351   -0.0010178      0.12285      0.61245 REACTOME_IRS_MEDIATED_SIGNALLING
REACTOME_LEISHMANIA_INFECTION           SET     247     0.055891    0.0037087     0.054426      0.15223 REACTOME_LEISHMANIA_INFECTION
REACTOME_MAPK_FAMILY_SIGNALI...         SET     313    0.0067544   0.00050424     0.047667      0.44366 REACTOME_MAPK_FAMILY_SIGNALING_CASCADES
REACTOME_METABOLISM_OF_AMINO...         SET     358     -0.10201   -0.0081411      0.04408      0.98967 REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES
REACTOME_METABOLISM_OF_FAT_S...         SET      46    -0.079452   -0.0022793      0.12654      0.73496 REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS
REACTOME_NEURONAL_SYSTEM                SET     388     0.031845    0.0026451     0.043739      0.23329 REACTOME_NEURONAL_SYSTEM
REACTOME_NEUTROPHIL_DEGRANUL...         SET     457    -0.023811   -0.0021451     0.038999      0.72925 REACTOME_NEUTROPHIL_DEGRANULATION
REACTOME_NICOTINATE_METABOLI...         SET      31      0.25333    0.0059669      0.13735     0.032567 REACTOME_NICOTINATE_METABOLISM
REACTOME_NONSENSE_MEDIATED_D...         SET     107     0.046734    0.0020436     0.084481      0.29007 REACTOME_NONSENSE_MEDIATED_DECAY_NMD
REACTOME_OAS_ANTIVIRAL_RESPO...         SET       8    0.0009372   1.1216e-05      0.29701      0.49874 REACTOME_OAS_ANTIVIRAL_RESPONSE
REACTOME_PEPTIDE_LIGAND_BIND...         SET     187    0.0084131   0.00048601     0.063726      0.44748 REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS
REACTOME_PI_3K_CASCADE_FGFR1            SET      21     -0.14304   -0.0027732       0.1899      0.77434 REACTOME_PI_3K_CASCADE_FGFR1
REACTOME_PI_3K_CASCADE_FGFR3            SET      17     -0.31926   -0.0055693      0.21318      0.93288 REACTOME_PI_3K_CASCADE_FGFR3
REACTOME_PI_3K_CASCADE_FGFR4            SET      19     -0.14826   -0.0027342      0.19982      0.77095 REACTOME_PI_3K_CASCADE_FGFR4
REACTOME_PRE_NOTCH_EXPRESSIO...         SET     114     -0.10505   -0.0047412     0.093084      0.87045 REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING
REACTOME_REGULATION_OF_EXPRE...         SET     162      0.04819    0.0025917     0.067232      0.23676 REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
REACTOME_RESPIRATORY_ELECTRO...1        SET      90      0.13411    0.0053793     0.090749     0.069735 REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_RESPIRATORY_ELECTRO...2        SET     110      0.12581    0.0055782     0.081364     0.061017 REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS
REACTOME_RESPONSE_OF_EIF2AK4...         SET      95     -0.10451   -0.0043067     0.090535      0.87582 REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY
REACTOME_RNA_POLYMERASE_II_T...         SET      78      0.17829    0.0066582     0.093673     0.028505 REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES
REACTOME_RND2_GTPASE_CYCLE              SET      42      0.06137    0.0016824      0.12772      0.31543 REACTOME_RND2_GTPASE_CYCLE
REACTOME_RRNA_PROCESSING                SET     193     0.055633    0.0032648     0.059498      0.17488 REACTOME_RRNA_PROCESSING
REACTOME_SELECTIVE_AUTOPHAGY            SET      79     -0.10657   -0.0040053     0.097319      0.86325 REACTOME_SELECTIVE_AUTOPHAGY
REACTOME_SELENOAMINO_ACID_ME...         SET     112     -0.08788   -0.0039315     0.081927      0.85829 REACTOME_SELENOAMINO_ACID_METABOLISM
REACTOME_SEMAPHORIN_INTERACT...         SET      61     0.081305    0.0026856      0.10567      0.22083 REACTOME_SEMAPHORIN_INTERACTIONS
REACTOME_SHC_MEDIATED_CASCAD...1        SET      21     -0.26641   -0.0051651      0.17765      0.93315 REACTOME_SHC_MEDIATED_CASCADE_FGFR1
REACTOME_SHC_MEDIATED_CASCAD...2        SET      17       -0.443   -0.0077278      0.19626        0.988 REACTOME_SHC_MEDIATED_CASCADE_FGFR3
REACTOME_SHC_MEDIATED_CASCAD...3        SET      19     -0.28234   -0.0052068      0.18569      0.93581 REACTOME_SHC_MEDIATED_CASCADE_FGFR4
REACTOME_SIGNALING_BY_FGFR1_...         SET      38     -0.07343   -0.0019148      0.13714      0.70383 REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE
REACTOME_SIGNALING_BY_FGFR2_...         SET      42     -0.13736   -0.0037655      0.13884      0.83875 REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE
REACTOME_SIGNALING_BY_FGFR_I...         SET      62    -0.081026   -0.0026982       0.1133      0.76274 REACTOME_SIGNALING_BY_FGFR_IN_DISEASE
REACTOME_SIGNALING_BY_FLT3_F...         SET      19     -0.17424   -0.0032132      0.19308      0.81658 REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS
REACTOME_SIGNALING_BY_FLT3_I...         SET      16     -0.13751   -0.0023271      0.20259      0.75135 REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS
REACTOME_SIGNALING_BY_INSULI...         SET      76    -0.082017   -0.0030235     0.095077      0.80583 REACTOME_SIGNALING_BY_INSULIN_RECEPTOR
REACTOME_SIGNALING_BY_INTERL...         SET     433    -0.015876   -0.0013925     0.039984      0.65433 REACTOME_SIGNALING_BY_INTERLEUKINS
REACTOME_SIGNALING_BY_ROBO_R...         SET     206     0.060829    0.0036876     0.059525      0.15341 REACTOME_SIGNALING_BY_ROBO_RECEPTORS
REACTOME_SIGNALING_BY_TYPE_1...         SET      52    -0.040313   -0.0012295      0.11721      0.63455 REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R
REACTOME_SIGNAL_REGULATORY_P...         SET      16     -0.18738   -0.0031711      0.20754       0.8167 REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS
REACTOME_SRP_DEPENDENT_COTRA...         SET     106    -0.065074   -0.0028323     0.084164      0.78029 REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE
REACTOME_STAT5_ACTIVATION_DO...         SET      10     -0.14976   -0.0020038       0.2737      0.70787 REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS
REACTOME_TCF_DEPENDENT_SIGNA...         SET     224      0.10983    0.0069415     0.058188     0.029555 REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT
REACTOME_THE_CITRIC_ACID_TCA...         SET     158     0.058472    0.0031057     0.066447      0.18944 REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_TRANSCRIPTIONAL_REG...         SET     102    -0.088613   -0.0037835     0.093773      0.82766 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS
REACTOME_TRANSLATION                    SET     281     0.036733    0.0025991     0.050119      0.23181 REACTOME_TRANSLATION
REACTOME_TRANSMISSION_ACROSS...         SET     256     0.015453    0.0010438     0.053682      0.38673 REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES
