# TOTAL_GENES = 59313
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
REACTOME_DISEASES_OF_SIGNAL_...         SET     428      0.08807    0.0074543      0.04209     0.018202 REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
REACTOME_DNA_DAMAGE_TELOMERE...         SET      78      -0.1927   -0.0069835      0.11557      0.95228 REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE
REACTOME_DOWNSTREAM_SIGNALIN...1        SET      31     0.064395    0.0014718      0.15065      0.33452 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1
REACTOME_DOWNSTREAM_SIGNALIN...2        SET      29     0.044357   0.00098059      0.15253       0.3856 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2
REACTOME_DOWNSTREAM_SIGNALIN...3        SET      24      0.13264    0.0026676      0.16355      0.20868 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3
REACTOME_DOWNSTREAM_SIGNALIN...4        SET      26      0.14752    0.0030879      0.15732      0.17419 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4
REACTOME_DOWNSTREAM_SIGNAL_T...         SET      28      0.46405      0.01008      0.15019    0.0010022 REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION
REACTOME_DUAL_INCISION_IN_GG...         SET      40      0.17154    0.0044531       0.1431      0.11533 REACTOME_DUAL_INCISION_IN_GG_NER
REACTOME_ENDOSOMAL_VACUOLAR_...         SET      11     -0.73234   -0.0099724      0.26931      0.99673 REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
REACTOME_ER_TO_GOLGI_ANTEROG...         SET     153     0.057052    0.0028939     0.071331      0.21191 REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT
REACTOME_ESR_MEDIATED_SIGNAL...         SET     217     0.076132    0.0045965     0.066251      0.12525 REACTOME_ESR_MEDIATED_SIGNALING
REACTOME_ESTROGEN_DEPENDENT_...         SET     147   -0.0059118  -0.00029394     0.083994      0.52806 REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION
REACTOME_EUKARYOTIC_TRANSLAT...1        SET      92    -0.052765   -0.0020765      0.10784      0.68767 REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION
REACTOME_EUKARYOTIC_TRANSLAT...2        SET     117     -0.15059   -0.0066819     0.093774      0.94585 REACTOME_EUKARYOTIC_TRANSLATION_INITIATION
REACTOME_FACTORS_INVOLVED_IN...         SET     166      0.18192    0.0096105     0.075108    0.0077184 REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION
REACTOME_FGFR1C_LIGAND_BINDI...         SET      12    -0.040071  -0.00056991      0.26284      0.56059 REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION
REACTOME_FGFR1_LIGAND_BINDIN...         SET      16     -0.19799   -0.0032515      0.23691      0.79835 REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION
REACTOME_FGFR1_MUTANT_RECEPT...         SET      31      0.24069    0.0055011      0.15455     0.059701 REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION
REACTOME_FGFR2_MUTANT_RECEPT...         SET      32     -0.11598   -0.0026931      0.17437      0.74701 REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION
REACTOME_FLT3_SIGNALING_IN_D...         SET      28      0.25459    0.0055303      0.16089     0.056785 REACTOME_FLT3_SIGNALING_IN_DISEASE
REACTOME_FORMATION_OF_THE_BE...         SET      89      0.06814    0.0026375      0.11001      0.26783 REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX
REACTOME_FRS_MEDIATED_FGFR1_...         SET      23   -0.0093577  -0.00018424      0.16916      0.52206 REACTOME_FRS_MEDIATED_FGFR1_SIGNALING
REACTOME_FRS_MEDIATED_FGFR2_...         SET      24  -0.00088368  -1.7772e-05      0.16616      0.50212 REACTOME_FRS_MEDIATED_FGFR2_SIGNALING
REACTOME_FRS_MEDIATED_FGFR3_...         SET      19     0.098626    0.0017649       0.1807      0.29261 REACTOME_FRS_MEDIATED_FGFR3_SIGNALING
REACTOME_FRS_MEDIATED_FGFR4_...         SET      21      0.11955    0.0022491       0.1724      0.24402 REACTOME_FRS_MEDIATED_FGFR4_SIGNALING
REACTOME_GENE_SILENCING_BY_R...         SET     137     -0.13779   -0.0066145     0.084362      0.94879 REACTOME_GENE_SILENCING_BY_RNA
REACTOME_GOLGI_TO_ER_RETROGR...         SET     132      0.11513    0.0054254      0.08101     0.077627 REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT
REACTOME_GPCR_LIGAND_BINDING            SET     459     0.020468    0.0017936     0.041729      0.31189 REACTOME_GPCR_LIGAND_BINDING
REACTOME_G_ALPHA_Q_SIGNALLIN...         SET     216     0.098789    0.0059508     0.060298     0.050679 REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS
REACTOME_HCMV_INFECTION                 SET     158    -0.077311   -0.0039849      0.07805      0.83904 REACTOME_HCMV_INFECTION
REACTOME_HIV_ELONGATION_ARRE...         SET      35       0.1694     0.004114      0.15938      0.14391 REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY
REACTOME_HSF1_DEPENDENT_TRAN...         SET      38    -0.044731   -0.0011318      0.14821       0.6186 REACTOME_HSF1_DEPENDENT_TRANSACTIVATION
REACTOME_HSP90_CHAPERONE_CYC...         SET      57     0.098303     0.003046      0.11727      0.20095 REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND
REACTOME_IMMUNOREGULATORY_IN...         SET     162    0.0033004   0.00017225     0.070854      0.48142 REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL
REACTOME_INFLUENZA_INFECTION            SET     154    -0.050251   -0.0025572     0.076077      0.74554 REACTOME_INFLUENZA_INFECTION
REACTOME_INITIAL_TRIGGERING_...         SET      58     -0.33885    -0.010591      0.12091      0.99746 REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT
REACTOME_INTERFERON_ALPHA_BE...         SET      71      0.09719    0.0033606      0.11136      0.19139 REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
REACTOME_INTERFERON_GAMMA_SI...         SET      89      0.21051    0.0081485     0.095054     0.013394 REACTOME_INTERFERON_GAMMA_SIGNALING
REACTOME_INTERFERON_SIGNALING           SET     199     0.095334    0.0055128     0.063974     0.068089 REACTOME_INTERFERON_SIGNALING
REACTOME_IRAK4_DEFICIENCY_TL...         SET      18      -0.1753   -0.0030533      0.19639      0.81395 REACTOME_IRAK4_DEFICIENCY_TLR2_4
REACTOME_IRS_MEDIATED_SIGNAL...         SET      46      0.12492    0.0034776      0.12679      0.16225 REACTOME_IRS_MEDIATED_SIGNALLING
REACTOME_LEISHMANIA_INFECTION           SET     285     0.048752    0.0033713     0.052172      0.17504 REACTOME_LEISHMANIA_INFECTION
REACTOME_MAPK_FAMILY_SIGNALI...         SET     321      0.20917     0.015346     0.050593   1.7829e-05 REACTOME_MAPK_FAMILY_SIGNALING_CASCADES
REACTOME_METABOLISM_OF_AMINO...         SET     371     0.049435    0.0038975     0.047232      0.14764 REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES
REACTOME_METABOLISM_OF_FAT_S...         SET      48      0.12093    0.0034388      0.12482      0.16632 REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS
REACTOME_NEURONAL_SYSTEM                SET     407     0.035294    0.0029136     0.045399      0.21846 REACTOME_NEURONAL_SYSTEM
REACTOME_NEUTROPHIL_DEGRANUL...         SET     472     0.025064    0.0022269      0.04023      0.26664 REACTOME_NEUTROPHIL_DEGRANULATION
REACTOME_NICOTINATE_METABOLI...         SET      31      0.25149     0.005748      0.14851     0.045189 REACTOME_NICOTINATE_METABOLISM
REACTOME_NONSENSE_MEDIATED_D...         SET     114     0.058174     0.002548     0.093345      0.26657 REACTOME_NONSENSE_MEDIATED_DECAY_NMD
REACTOME_OAS_ANTIVIRAL_RESPO...         SET       9    -0.087145   -0.0010734       0.2981      0.61498 REACTOME_OAS_ANTIVIRAL_RESPONSE
REACTOME_PEPTIDE_LIGAND_BIND...         SET     195   -0.0029258  -0.00016749     0.065696      0.51776 REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS
REACTOME_PI_3K_CASCADE_FGFR1            SET      21    -0.016555  -0.00031145      0.17939      0.53676 REACTOME_PI_3K_CASCADE_FGFR1
REACTOME_PI_3K_CASCADE_FGFR3            SET      17      0.10591    0.0017928      0.19335      0.29193 REACTOME_PI_3K_CASCADE_FGFR3
REACTOME_PI_3K_CASCADE_FGFR4            SET      19      0.12882    0.0023053      0.18328      0.24107 REACTOME_PI_3K_CASCADE_FGFR4
REACTOME_PRE_NOTCH_EXPRESSIO...         SET     116    -0.079258   -0.0035017     0.094185      0.79997 REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING
REACTOME_REGULATION_OF_EXPRE...         SET     170     0.024661    0.0013184     0.074825      0.37086 REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
REACTOME_RESPIRATORY_ELECTRO...1        SET      93     0.094813    0.0037515     0.099764      0.17096 REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_RESPIRATORY_ELECTRO...2        SET     115      0.12254    0.0053906     0.088392     0.082825 REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS
REACTOME_RESPONSE_OF_EIF2AK4...         SET     100    -0.070606   -0.0028967      0.10104      0.75766 REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY
REACTOME_RNA_POLYMERASE_II_T...         SET      80    -0.046894   -0.0017211     0.098848      0.68239 REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES
REACTOME_RND2_GTPASE_CYCLE              SET      43     -0.17594   -0.0047355      0.13233      0.90816 REACTOME_RND2_GTPASE_CYCLE
REACTOME_RRNA_PROCESSING                SET     201     -0.15443   -0.0089747     0.066056       0.9903 REACTOME_RRNA_PROCESSING
REACTOME_SELECTIVE_AUTOPHAGY            SET      82    -0.052759   -0.0019604      0.10062      0.69997 REACTOME_SELECTIVE_AUTOPHAGY
REACTOME_SELENOAMINO_ACID_ME...         SET     116    -0.022665   -0.0010014     0.091843      0.59746 REACTOME_SELENOAMINO_ACID_METABOLISM
REACTOME_SEMAPHORIN_INTERACT...         SET      64     0.010861   0.00035659      0.10861      0.46017 REACTOME_SEMAPHORIN_INTERACTIONS
REACTOME_SHC_MEDIATED_CASCAD...1        SET      21    -0.047215  -0.00088827       0.1852      0.60062 REACTOME_SHC_MEDIATED_CASCADE_FGFR1
REACTOME_SHC_MEDIATED_CASCAD...2        SET      17     0.079366    0.0013435      0.20068      0.34624 REACTOME_SHC_MEDIATED_CASCADE_FGFR3
REACTOME_SHC_MEDIATED_CASCAD...3        SET      19      0.10673      0.00191      0.18949      0.28663 REACTOME_SHC_MEDIATED_CASCADE_FGFR4
REACTOME_SIGNALING_BY_FGFR1_...         SET      38      0.18011    0.0045574      0.13215     0.086452 REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE
REACTOME_SIGNALING_BY_FGFR2_...         SET      42    -0.022998  -0.00061177      0.13522      0.56753 REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE
REACTOME_SIGNALING_BY_FGFR_I...         SET      62     0.083192    0.0026883      0.11159      0.22798 REACTOME_SIGNALING_BY_FGFR_IN_DISEASE
REACTOME_SIGNALING_BY_FLT3_F...         SET      19      0.31332    0.0056068      0.17765     0.038893 REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS
REACTOME_SIGNALING_BY_FLT3_I...         SET      16      0.34137     0.005606      0.19869     0.042891 REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS
REACTOME_SIGNALING_BY_INSULI...         SET      75      0.16526    0.0058729     0.099213     0.047889 REACTOME_SIGNALING_BY_INSULIN_RECEPTOR
REACTOME_SIGNALING_BY_INTERL...         SET     449      0.18994     0.016463      0.04158   2.4681e-06 REACTOME_SIGNALING_BY_INTERLEUKINS
REACTOME_SIGNALING_BY_ROBO_R...         SET     215     0.018321     0.001101     0.065623      0.39005 REACTOME_SIGNALING_BY_ROBO_RECEPTORS
REACTOME_SIGNALING_BY_TYPE_1...         SET      52      0.16661    0.0049311      0.12133     0.084843 REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R
REACTOME_SIGNAL_REGULATORY_P...         SET      16      0.22476    0.0036911      0.20382      0.13507 REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS
REACTOME_SRP_DEPENDENT_COTRA...         SET     111    -0.030771   -0.0013299     0.090342       0.6333 REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE
REACTOME_STAT5_ACTIVATION_DO...         SET      10      0.56873    0.0073841      0.25953     0.014216 REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS
REACTOME_TCF_DEPENDENT_SIGNA...         SET     230   -0.0096272  -0.00059834     0.061991      0.56171 REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT
REACTOME_THE_CITRIC_ACID_TCA...         SET     166      0.05889    0.0031111     0.071771      0.20596 REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_TRANSCRIPTIONAL_REG...         SET     104     -0.23365   -0.0097753      0.10404      0.98764 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS
REACTOME_TRANSLATION                    SET     289    -0.068607   -0.0047773     0.056787       0.8865 REACTOME_TRANSLATION
REACTOME_TRANSMISSION_ACROSS...         SET     269     0.077097    0.0051803     0.055458     0.082238 REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES
