GENE_ID	GENE_NAME	GENE_DESCRIPTION	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000081001.2	Gm14678	predicted gene 14678 	0	NA	NA	NA	NA	NA
ENSMUSG00000081003.2	Gm14301	predicted gene 14301 	0	NA	NA	NA	NA	NA
ENSMUSG00000081006.2	Cyp4b1-ps1	cytochrome P450, family 4, subfamily b, polypeptide 1, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081007.2	Gm11543	predicted gene 11543 	0	NA	NA	NA	NA	NA
ENSMUSG00000081009.2	Gm14065	predicted gene 14065 	0	NA	NA	NA	NA	NA
ENSMUSG00000081011.2	Gm11913	predicted gene 11913 	0	NA	NA	NA	NA	NA
ENSMUSG00000081012.2	Gm15224	predicted gene 15224 	0	NA	NA	NA	NA	NA
ENSMUSG00000081013.2	Gm14497	predicted gene 14497 	0	NA	NA	NA	NA	NA
ENSMUSG00000081016.2	Olfr1397-ps1	olfactory receptor 1397, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081017.2	Gm15000	predicted gene 15000 	0	NA	NA	NA	NA	NA
ENSMUSG00000081018.2	Gm15012	predicted gene 15012 	0	NA	NA	NA	NA	NA
ENSMUSG00000081020.2	Gm14509	predicted gene 14509 	0	NA	NA	NA	NA	NA
ENSMUSG00000081021.2	Gm11964	predicted gene 11964 	0	NA	NA	NA	NA	NA
ENSMUSG00000081022.2	Gm15936	predicted gene 15936 	0	NA	NA	NA	NA	NA
ENSMUSG00000081025.2	Gm11943	predicted gene 11943 	0	NA	NA	NA	NA	NA
ENSMUSG00000081029.2	Gm15077	predicted gene 15077 	0	NA	NA	NA	NA	NA
ENSMUSG00000081030.2	Gm12704	predicted gene 12704 	0	NA	NA	NA	NA	NA
ENSMUSG00000081033.2	Gm14797	predicted gene 14797 	0	NA	NA	NA	NA	NA
ENSMUSG00000081036.2	Gm14628	predicted gene 14628 	0	NA	NA	NA	NA	NA
ENSMUSG00000081037.4	Gm13929	predicted gene 13929 	0	NA	NA	NA	NA	NA
ENSMUSG00000081038.3	Olfr626-ps1	olfactory receptor 626, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081046.2	Gm12846	predicted gene 12846 	0	NA	NA	NA	NA	NA
ENSMUSG00000081047.3	Olfr997-ps1	olfactory receptor 997, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081053.2	Mup-ps17	major urinary protein, pseudogene 17 	0	NA	NA	NA	NA	NA
ENSMUSG00000081054.2	Gm12025	predicted gene 12025 	0	NA	NA	NA	NA	NA
ENSMUSG00000081057.3	Olfr1017-ps1	olfactory receptor 1017, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081060.2	Gm11318	predicted gene 11318 	0	NA	NA	NA	NA	NA
ENSMUSG00000081061.2	Gm14712	predicted gene 14712 	0	NA	NA	NA	NA	NA
ENSMUSG00000081062.2	Gm13640	predicted gene 13640 	0	NA	NA	NA	NA	NA
ENSMUSG00000081063.2	Gm11825	predicted gene 11825 	0	NA	NA	NA	NA	NA
ENSMUSG00000081065.2	Gm13576	predicted gene 13576 	0	NA	NA	NA	NA	NA
ENSMUSG00000081066.2	Gm12817	predicted gene 12817 	0	NA	NA	NA	NA	NA
ENSMUSG00000081071.2	Gm9836	predicted pseudogene 9836 	0	NA	NA	NA	NA	NA
ENSMUSG00000081072.2	Gm14977	predicted gene 14977 	0	NA	NA	NA	NA	NA
ENSMUSG00000081077.2	Gm13899	predicted gene 13899 	0	NA	NA	NA	NA	NA
ENSMUSG00000081080.2	Vmn1r-ps102	vomeronasal 1 receptor, pseudogene 102 	0	NA	NA	NA	NA	NA
ENSMUSG00000081081.2	Gm14856	predicted gene 14856 	0	NA	NA	NA	NA	NA
ENSMUSG00000081082.2	Gm14937	predicted gene 14937 	0	NA	NA	NA	NA	NA
ENSMUSG00000081084.2	Gm5638	predicted gene 5638 	0	NA	NA	NA	NA	NA
ENSMUSG00000081085.2	Gm13463	predicted gene 13463 	0	NA	NA	NA	NA	NA
ENSMUSG00000081086.2	Gm9506	predicted gene 9506 	0	NA	NA	NA	NA	NA
ENSMUSG00000081089.2	Gm14624	predicted gene 14624 	0	NA	NA	NA	NA	NA
ENSMUSG00000081092.2	Gm14128	predicted gene 14128 	0	NA	NA	NA	NA	NA
ENSMUSG00000081095.3	Gm14946	predicted gene 14946 	0	NA	NA	NA	NA	NA
ENSMUSG00000081097.2	Gm12135	predicted gene 12135 	0	NA	NA	NA	NA	NA
ENSMUSG00000081098.2	Gm12220	predicted gene 12220 	0	NA	NA	NA	NA	NA
ENSMUSG00000081101.2	Gm12024	predicted gene 12024 	0	NA	NA	NA	NA	NA
ENSMUSG00000081106.2	Gm7155	predicted gene 7155 	0	NA	NA	NA	NA	NA
ENSMUSG00000081107.2	Gm12235	predicted gene 12235 	0	NA	NA	NA	NA	NA
ENSMUSG00000081108.5	Gm4234	predicted pseudogene 4234 	0	NA	NA	NA	NA	NA
ENSMUSG00000081110.2	Gm12745	predicted gene 12745 	0	NA	NA	NA	NA	NA
ENSMUSG00000081112.2	Gm12140	predicted gene 12140 	0	NA	NA	NA	NA	NA
ENSMUSG00000081114.2	Gm15390	predicted gene 15390 	0	NA	NA	NA	NA	NA
ENSMUSG00000081115.3	Gm15913	predicted gene 15913 	0	NA	NA	NA	NA	NA
ENSMUSG00000081116.2	Gm13329	predicted gene 13329 	0	NA	NA	NA	NA	NA
ENSMUSG00000081117.2	Gm11233	predicted gene 11233 	0	NA	NA	NA	NA	NA
ENSMUSG00000081119.2	Gm14601	predicted gene 14601 	0	NA	NA	NA	NA	NA
ENSMUSG00000081122.2	Gm13678	predicted gene 13678 	0	NA	NA	NA	NA	NA
ENSMUSG00000081124.2	Gm14906	predicted gene 14906 	0	NA	NA	NA	NA	NA
ENSMUSG00000081125.4	Rpl26-ps5	ribosomal protein L26, pseudogene 5 	0	NA	NA	NA	NA	NA
ENSMUSG00000081127.2	Gm12677	predicted gene 12677 	0	NA	NA	NA	NA	NA
ENSMUSG00000081128.2	Gm13328	predicted gene 13328 	0	NA	NA	NA	NA	NA
ENSMUSG00000081129.2	Gm14605	predicted gene 14605 	0	NA	NA	NA	NA	NA
ENSMUSG00000081131.2	Gm14833	predicted gene 14833 	0	NA	NA	NA	NA	NA
ENSMUSG00000081132.2	Gm13744	predicted gene 13744 	0	NA	NA	NA	NA	NA
ENSMUSG00000081133.3	Rhox11-ps2	reproductive homeobox 11, pseudogene 2 	0	NA	NA	NA	NA	NA
ENSMUSG00000081134.2	Gm14913	predicted gene 14913 	0	NA	NA	NA	NA	NA
ENSMUSG00000081135.2	Gm14800	predicted gene 14800 	0	NA	NA	NA	NA	NA
ENSMUSG00000081144.2	Vmn2r-ps2	vomeronasal 2, receptor, pseudogene 2 	0	NA	NA	NA	NA	NA
ENSMUSG00000081146.2	Gm6207	predicted gene 6207 	0	NA	NA	NA	NA	NA
ENSMUSG00000081147.2	Gm6024	predicted gene 6024 	0	NA	NA	NA	NA	NA
ENSMUSG00000081148.2	Gm11891	predicted gene 11891 	0	NA	NA	NA	NA	NA
ENSMUSG00000081151.2	Gm11448	predicted gene 11448 	0	NA	NA	NA	NA	NA
ENSMUSG00000081153.2	Gm11401	predicted gene 11401 	0	NA	NA	NA	NA	NA
ENSMUSG00000081154.3	Defa-ps13	defensin, alpha, pseudogene 13 	0	NA	NA	NA	NA	NA
ENSMUSG00000081155.2	Gm12771	predicted gene 12771 	0	NA	NA	NA	NA	NA
ENSMUSG00000081157.2	Gm13552	predicted gene 13552 	0	NA	NA	NA	NA	NA
ENSMUSG00000081158.2	Gm13521	predicted gene 13521 	0	NA	NA	NA	NA	NA
ENSMUSG00000081160.2	Gm14897	predicted gene 14897 	0	NA	NA	NA	NA	NA
ENSMUSG00000081162.3	Olfr400-ps1	olfactory receptor 400, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081163.3	Defa-ps12	defensin, alpha, pseudogene 12 	0	NA	NA	NA	NA	NA
ENSMUSG00000081165.2	Gm11783	predicted gene 11783 	0	NA	NA	NA	NA	NA
ENSMUSG00000081166.2	Gm12819	predicted gene 12819 	0	NA	NA	NA	NA	NA
ENSMUSG00000081172.2	Gm12849	predicted gene 12849 	0	NA	NA	NA	NA	NA
ENSMUSG00000081173.2	Gm13500	predicted gene 13500 	0	NA	NA	NA	NA	NA
ENSMUSG00000081174.2	Gm13439	predicted gene 13439 	0	NA	NA	NA	NA	NA
ENSMUSG00000081175.4	Gm5793	predicted pseudogene 5793 	0	NA	NA	NA	NA	NA
ENSMUSG00000081176.2	H3f3a-ps2	H3.3 histone A, pseudogene 2 	0	NA	NA	NA	NA	NA
ENSMUSG00000081177.2	Gm12509	predicted gene 12509 	0	NA	NA	NA	NA	NA
ENSMUSG00000081180.2	Gm7212	predicted gene 7212 	0	NA	NA	NA	NA	NA
ENSMUSG00000081181.2	Gm13353	predicted gene 13353 	0	NA	NA	NA	NA	NA
ENSMUSG00000081184.2	Gm12685	predicted gene 12685 	0	NA	NA	NA	NA	NA
ENSMUSG00000081185.2	Gm4852	predicted pseudogene 4852 	0	NA	NA	NA	NA	NA
ENSMUSG00000081186.2	Gm12578	predicted gene 12578 	0	NA	NA	NA	NA	NA
ENSMUSG00000081188.2	Gm14621	predicted gene 14621 	0	NA	NA	NA	NA	NA
ENSMUSG00000081191.2	Gm11271	predicted gene 11271 	0	NA	NA	NA	NA	NA
ENSMUSG00000081195.3	Rhox2-ps	reproductive homeobox 2, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000081197.2	Gm15076	predicted gene 15076 	0	NA	NA	NA	NA	NA
ENSMUSG00000081199.4	Gm16407	predicted pseudogene 16407 	0	NA	NA	NA	NA	NA
ENSMUSG00000081200.2	Gm15615	predicted gene 15615 	0	NA	NA	NA	NA	NA
ENSMUSG00000081201.2	Smt3h2-ps4	SMT3 suppressor of mif two 3 homolog 2, pseudogene 4 (S. cerevisiae) 	0	NA	NA	NA	NA	NA
ENSMUSG00000081202.2	Gm13220	predicted gene 13220 	0	NA	NA	NA	NA	NA
ENSMUSG00000081205.5	Gm5940	predicted gene 5940 	0	NA	NA	NA	NA	NA
ENSMUSG00000081206.2	Gm11935	predicted gene 11935 	0	NA	NA	NA	NA	NA
ENSMUSG00000081212.2	Gm6964	predicted gene 6964 	0	NA	NA	NA	NA	NA
ENSMUSG00000081215.2	Gm11446	predicted gene 11446 	0	NA	NA	NA	NA	NA
ENSMUSG00000081216.4	Gm6744	predicted gene 6744 	0	NA	NA	NA	NA	NA
ENSMUSG00000081224.2	Gm2066	predicted pseudogene 2066 	0	NA	NA	NA	NA	NA
ENSMUSG00000081226.2	Gm8802	predicted gene 8802 	0	NA	NA	NA	NA	NA
ENSMUSG00000081231.2	Tcp1-ps1	t-complex protein 1, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081232.4	Gm14373	predicted gene 14373 	0	NA	NA	NA	NA	NA
ENSMUSG00000081240.3	Gm16511	predicted gene 16511 	0	NA	NA	NA	NA	NA
ENSMUSG00000081242.2	Gm15719	predicted gene 15719 	0	NA	NA	NA	NA	NA
ENSMUSG00000081243.2	Gm14037	predicted gene 14037 	0	NA	NA	NA	NA	NA
ENSMUSG00000081245.3	Gm6587	predicted gene 6587 	0	NA	NA	NA	NA	NA
ENSMUSG00000081253.2	Gm8501	predicted gene 8501 	0	NA	NA	NA	NA	NA
ENSMUSG00000081260.2	Gm13149	predicted gene 13149 	0	NA	NA	NA	NA	NA
ENSMUSG00000081261.2	Gm15370	predicted gene 15370 	0	NA	NA	NA	NA	NA
ENSMUSG00000081262.2	Gm12261	predicted gene 12261 	0	NA	NA	NA	NA	NA
ENSMUSG00000081265.2	Gm11282	predicted gene 11282 	0	NA	NA	NA	NA	NA
ENSMUSG00000081268.2	Gm14909	predicted gene 14909 	0	NA	NA	NA	NA	NA
ENSMUSG00000081271.2	Gm14883	predicted gene 14883 	0	NA	NA	NA	NA	NA
ENSMUSG00000081274.3	Gm15727	predicted gene 15727 	0	NA	NA	NA	NA	NA
ENSMUSG00000081275.2	Gm13875	predicted gene 13875 	0	NA	NA	NA	NA	NA
ENSMUSG00000081278.2	Gm13186	predicted gene 13186 	0	NA	NA	NA	NA	NA
ENSMUSG00000081279.2	Vmn1r-ps2	vomeronasal 1 receptor, pseudogene 2 	0	NA	NA	NA	NA	NA
ENSMUSG00000081280.2	Gm9516	predicted gene 9516 	0	NA	NA	NA	NA	NA
ENSMUSG00000081282.3	Gm13836	predicted gene 13836 	0	NA	NA	NA	NA	NA
ENSMUSG00000081283.2	Vmn1r-ps104	vomeronasal 1 receptor, pseudogene 104 	0	NA	NA	NA	NA	NA
ENSMUSG00000081284.2	Gm13673	predicted gene 13673 	0	NA	NA	NA	NA	NA
ENSMUSG00000081286.2	Gm14995	predicted gene 14995 	0	NA	NA	NA	NA	NA
ENSMUSG00000081288.2	Gm11386	predicted gene 11386 	0	NA	NA	NA	NA	NA
ENSMUSG00000081290.2	Gm12520	predicted gene 12520 	0	NA	NA	NA	NA	NA
ENSMUSG00000081292.2	Gm15018	predicted gene 15018 	0	NA	NA	NA	NA	NA
ENSMUSG00000081293.2	Gm11673	predicted gene 11673 	0	NA	NA	NA	NA	NA
ENSMUSG00000081296.2	Gm12203	predicted gene 12203 	0	NA	NA	NA	NA	NA
ENSMUSG00000081297.2	Gm12209	predicted gene 12209 	0	NA	NA	NA	NA	NA
ENSMUSG00000081298.2	Gm14622	predicted gene 14622 	0	NA	NA	NA	NA	NA
ENSMUSG00000081299.2	Gm13603	predicted gene 13603 	0	NA	NA	NA	NA	NA
ENSMUSG00000081301.2	Gm15951	predicted gene 15951 	0	NA	NA	NA	NA	NA
ENSMUSG00000081306.2	Gm15266	predicted gene 15266 	0	NA	NA	NA	NA	NA
ENSMUSG00000081310.2	Gm14054	predicted gene 14054 	0	NA	NA	NA	NA	NA
ENSMUSG00000081312.2	Gm14520	predicted gene 14520 	0	NA	NA	NA	NA	NA
ENSMUSG00000081313.2	Gm14213	predicted gene 14213 	0	NA	NA	NA	NA	NA
ENSMUSG00000081315.3	Olfr621-ps1	olfactory receptor 621, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081318.2	Rpl36-ps1	ribosomal protein L36, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081320.2	Gm15034	predicted gene 15034 	0	NA	NA	NA	NA	NA
ENSMUSG00000081323.2	Rpl7l1-ps1	ribosomal protein L7-like 1, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081324.2	Gm14550	predicted gene 14550 	0	NA	NA	NA	NA	NA
ENSMUSG00000081325.2	Gm12599	predicted gene 12599 	0	NA	NA	NA	NA	NA
ENSMUSG00000081327.2	Gm11819	predicted gene 11819 	0	NA	NA	NA	NA	NA
ENSMUSG00000081332.2	Gm12664	predicted gene 12664 	0	NA	NA	NA	NA	NA
ENSMUSG00000081334.2	Vmn1r-ps94	vomeronasal 1 receptor, pseudogene 94 	0	NA	NA	NA	NA	NA
ENSMUSG00000081336.2	Gm15073	predicted gene 15073 	0	NA	NA	NA	NA	NA
ENSMUSG00000081342.2	Gm11434	predicted gene 11434 	0	NA	NA	NA	NA	NA
ENSMUSG00000081345.3	Olfr1159-ps1	olfactory receptor 1159, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081346.2	Gm12030	predicted gene 12030 	0	NA	NA	NA	NA	NA
ENSMUSG00000081348.2	Gm13878	predicted gene 13878 	0	NA	NA	NA	NA	NA
ENSMUSG00000081353.3	Gm13818	predicted gene 13818 	0	NA	NA	NA	NA	NA
ENSMUSG00000081354.2	Gm14894	predicted gene 14894 	0	NA	NA	NA	NA	NA
ENSMUSG00000081361.2	Gm11813	predicted gene 11813 	0	NA	NA	NA	NA	NA
ENSMUSG00000081363.3	Gm11500	predicted gene 11500 	0	NA	NA	NA	NA	NA
ENSMUSG00000081365.2	Gm15031	predicted gene 15031 	0	NA	NA	NA	NA	NA
ENSMUSG00000081367.3	Gm13265	predicted gene 13265 	0	NA	NA	NA	NA	NA
ENSMUSG00000081369.2	Gm11896	predicted gene 11896 	0	NA	NA	NA	NA	NA
ENSMUSG00000081372.2	Gm16171	predicted gene 16171 	0	NA	NA	NA	NA	NA
ENSMUSG00000081377.2	Gm12877	predicted gene 12877 	0	NA	NA	NA	NA	NA
ENSMUSG00000081379.2	Gm14771	predicted gene 14771 	0	NA	NA	NA	NA	NA
ENSMUSG00000081382.2	Rpl18-ps1	ribosomal protein L18, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081389.3	Gm13368	predicted gene 13368 	0	NA	NA	NA	NA	NA
ENSMUSG00000081390.2	Gm14538	predicted gene 14538 	0	NA	NA	NA	NA	NA
ENSMUSG00000081395.2	Gm14879	predicted gene 14879 	0	NA	NA	NA	NA	NA
ENSMUSG00000081398.2	Gm7657	predicted gene 7657 	0	NA	NA	NA	NA	NA
ENSMUSG00000081407.2	Gm14568	predicted gene 14568 	0	NA	NA	NA	NA	NA
ENSMUSG00000081409.2	Gm8215	predicted gene 8215 	0	NA	NA	NA	NA	NA
ENSMUSG00000081410.2	Gm6797	predicted pseudogene 6797 	0	NA	NA	NA	NA	NA
ENSMUSG00000081412.2	Gm15403	predicted gene 15403 	0	NA	NA	NA	NA	NA
ENSMUSG00000081414.3	Gm3943	predicted gene 3943 	0	NA	NA	NA	NA	NA
ENSMUSG00000081415.2	Gm15176	predicted gene 15176 	0	NA	NA	NA	NA	NA
ENSMUSG00000081421.2	Gm13445	predicted gene 13445 	0	NA	NA	NA	NA	NA
ENSMUSG00000081424.2	Gm14774	predicted gene 14774 	0	NA	NA	NA	NA	NA
ENSMUSG00000081427.2	Gm12382	predicted gene 12382 	0	NA	NA	NA	NA	NA
ENSMUSG00000081433.2	Serpinb1-ps1	serine (or cysteine) peptidase inhibitor, clade B, member 1, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000081435.2	Gm11403	predicted gene 11403 	0	NA	NA	NA	NA	NA
ENSMUSG00000081438.2	Gm11254	predicted gene 11254 	0	NA	NA	NA	NA	NA
ENSMUSG00000081439.2	Gm7840	predicted gene 7840 	0	NA	NA	NA	NA	NA
ENSMUSG00000081443.3	Gm3880	predicted pseudogene 3880 	0	NA	NA	NA	NA	NA
ENSMUSG00000081444.2	Gm15803	predicted gene 15803 	0	NA	NA	NA	NA	NA
ENSMUSG00000081449.2	Gm11432	predicted gene 11432 	0	NA	NA	NA	NA	NA
ENSMUSG00000081450.2	Gm11700	predicted gene 11700 	0	NA	NA	NA	NA	NA
ENSMUSG00000081451.2	Gm12734	predicted gene 12734 	0	NA	NA	NA	NA	NA
ENSMUSG00000081458.3	Gm14796	predicted gene 14796 	0	NA	NA	NA	NA	NA
ENSMUSG00000081459.4	Llph-ps1	LLP homolog, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081463.2	Pou5f1-rs13	POU domain, class 5, transcription factor 1, related sequence 13 	0	NA	NA	NA	NA	NA
ENSMUSG00000081464.2	Gm14732	predicted gene 14732 	0	NA	NA	NA	NA	NA
ENSMUSG00000081465.2	Gm12884	predicted gene 12884 	0	NA	NA	NA	NA	NA
ENSMUSG00000081469.2	Vmn1r-ps95	vomeronasal 1 receptor, pseudogene 95 	0	NA	NA	NA	NA	NA
ENSMUSG00000081473.4	Gm4853	predicted pseudogene 4853 	0	NA	NA	NA	NA	NA
ENSMUSG00000081474.2	Gm12855	predicted gene 12855 	0	NA	NA	NA	NA	NA
ENSMUSG00000081475.2	Gm14558	predicted gene 14558 	0	NA	NA	NA	NA	NA
ENSMUSG00000081477.2	Gm7916	predicted gene 7916 	0	NA	NA	NA	NA	NA
ENSMUSG00000081478.2	AA623943	expressed sequence AA623943 	0	NA	NA	NA	NA	NA
ENSMUSG00000081484.2	Gm13492	predicted gene 13492 	0	NA	NA	NA	NA	NA
ENSMUSG00000081495.2	Vmn1r-ps108	vomeronasal 1 receptor, pseudogene 108 	0	NA	NA	NA	NA	NA
ENSMUSG00000081496.2	Gm13428	predicted gene 13428 	0	NA	NA	NA	NA	NA
ENSMUSG00000081497.2	Gm15560	predicted gene 15560 	0	NA	NA	NA	NA	NA
ENSMUSG00000081498.3	Olfr407-ps1	olfactory receptor 407, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081501.6	Gm13286	predicted gene 13286 	0	NA	NA	NA	NA	NA
ENSMUSG00000081502.2	Gm5646	predicted pseudogene 5646 	0	NA	NA	NA	NA	NA
ENSMUSG00000081505.2	Gm8644	predicted gene 8644 	0	NA	NA	NA	NA	NA
ENSMUSG00000081506.2	Amy2-ps1	amylase 2, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081507.2	Gm14993	predicted gene 14993 	0	NA	NA	NA	NA	NA
ENSMUSG00000081508.2	Gm12654	predicted gene 12654 	0	NA	NA	NA	NA	NA
ENSMUSG00000081510.2	Gm12768	predicted gene 12768 	0	NA	NA	NA	NA	NA
ENSMUSG00000081511.2	Gm11475	predicted gene 11475 	0	NA	NA	NA	NA	NA
ENSMUSG00000081513.2	Gm11623	predicted gene 11623 	0	NA	NA	NA	NA	NA
ENSMUSG00000081514.3	Gm14673	predicted gene 14673 	0	NA	NA	NA	NA	NA
ENSMUSG00000081515.2	Gm12311	predicted gene 12311 	0	NA	NA	NA	NA	NA
ENSMUSG00000081522.2	Gm13170	predicted gene 13170 	0	NA	NA	NA	NA	NA
ENSMUSG00000081523.2	Gm13058	predicted gene 13058 	0	NA	NA	NA	NA	NA
ENSMUSG00000081525.2	Gm13325	predicted gene 13325 	0	NA	NA	NA	NA	NA
ENSMUSG00000081526.2	Gm7219	predicted pseudogene 7219 	0	NA	NA	NA	NA	NA
ENSMUSG00000081528.2	Gm12924	predicted gene 12924 	0	NA	NA	NA	NA	NA
ENSMUSG00000081529.2	Gm14884	predicted gene 14884 	0	NA	NA	NA	NA	NA
ENSMUSG00000081533.2	Gm15111	predicted gene 15111 	0	NA	NA	NA	NA	NA
ENSMUSG00000081536.2	Gm15193	predicted gene 15193 	0	NA	NA	NA	NA	NA
ENSMUSG00000081537.3	Gm37832	predicted gene, 37832 	0	NA	NA	NA	NA	NA
ENSMUSG00000081538.2	Rps13-ps8	ribosmal protein S13, pseudogene 8 	0	NA	NA	NA	NA	NA
ENSMUSG00000081539.2	Gm11990	predicted gene 11990 	0	NA	NA	NA	NA	NA
ENSMUSG00000081540.4	Gm12538	predicted gene 12538 	0	NA	NA	NA	NA	NA
ENSMUSG00000081541.2	Gm13940	predicted gene 13940 	0	NA	NA	NA	NA	NA
ENSMUSG00000081542.2	Gm12512	predicted gene 12512 	0	NA	NA	NA	NA	NA
ENSMUSG00000081547.2	Gm11553	predicted gene 11553 	0	NA	NA	NA	NA	NA
ENSMUSG00000081548.2	Gm11692	predicted gene 11692 	0	NA	NA	NA	NA	NA
ENSMUSG00000081555.2	Gm6427	predicted gene 6427 	0	NA	NA	NA	NA	NA
ENSMUSG00000081556.2	Gm15778	predicted gene 15778 	0	NA	NA	NA	NA	NA
ENSMUSG00000081560.2	Gm9218	predicted gene 9218 	0	NA	NA	NA	NA	NA
ENSMUSG00000081561.2	Gm12425	predicted gene 12425 	0	NA	NA	NA	NA	NA
ENSMUSG00000081563.2	Gm12635	predicted gene 12635 	0	NA	NA	NA	NA	NA
ENSMUSG00000081566.2	Gm13756	predicted gene 13756 	0	NA	NA	NA	NA	NA
ENSMUSG00000081569.2	Gm12490	predicted gene 12490 	0	NA	NA	NA	NA	NA
ENSMUSG00000081570.2	Gm12192	predicted gene 12192 	0	NA	NA	NA	NA	NA
ENSMUSG00000081573.2	Gm15164	predicted gene 15164 	0	NA	NA	NA	NA	NA
ENSMUSG00000081576.2	Gm11279	predicted gene 11279 	0	NA	NA	NA	NA	NA
ENSMUSG00000081577.2	Gm13455	predicted gene 13455 	0	NA	NA	NA	NA	NA
ENSMUSG00000081579.2	Gm11909	predicted gene 11909 	0	NA	NA	NA	NA	NA
ENSMUSG00000081580.2	Gm14129	predicted gene 14129 	0	NA	NA	NA	NA	NA
ENSMUSG00000081583.2	Gm14769	predicted gene 14769 	0	NA	NA	NA	NA	NA
ENSMUSG00000081585.2	Gm12926	predicted gene 12926 	0	NA	NA	NA	NA	NA
ENSMUSG00000081586.4	Gm11544	predicted gene 11544 	0	NA	NA	NA	NA	NA
ENSMUSG00000081587.2	Gm14926	predicted gene 14926 	0	NA	NA	NA	NA	NA
ENSMUSG00000081589.2	Gm14353	predicted gene 14353 	0	NA	NA	NA	NA	NA
ENSMUSG00000081591.2	Btf3-ps9	basic transcription factor 3, pseudogene 9 	0	NA	NA	NA	NA	NA
ENSMUSG00000081592.2	Gm11936	predicted gene 11936 	0	NA	NA	NA	NA	NA
ENSMUSG00000081595.2	Gm13036	predicted gene 13036 	0	NA	NA	NA	NA	NA
ENSMUSG00000081596.2	Gm15968	predicted gene 15968 	0	NA	NA	NA	NA	NA
ENSMUSG00000081598.2	Gm8312	predicted gene 8312 	0	NA	NA	NA	NA	NA
ENSMUSG00000081599.2	Gm14390	predicted gene 14390 	0	NA	NA	NA	NA	NA
ENSMUSG00000081601.2	Gm13065	predicted gene 13065 	0	NA	NA	NA	NA	NA
ENSMUSG00000081602.2	Gm15369	predicted gene 15369 	0	NA	NA	NA	NA	NA
ENSMUSG00000081605.2	Gm15953	predicted gene 15953 	0	NA	NA	NA	NA	NA
ENSMUSG00000081606.2	Gm9059	predicted gene 9059 	0	NA	NA	NA	NA	NA
ENSMUSG00000081609.2	Gm12939	predicted gene 12939 	0	NA	NA	NA	NA	NA
ENSMUSG00000081610.2	Gm13733	predicted gene 13733 	0	NA	NA	NA	NA	NA
ENSMUSG00000081612.2	Xlr5e-ps	X-linked lymphocyte-regulated 5E, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000081617.2	Rps13-ps7	ribosomal protein S13, pseudogene 7 	0	NA	NA	NA	NA	NA
ENSMUSG00000081619.2	Gm13351	predicted gene 13351 	0	NA	NA	NA	NA	NA
ENSMUSG00000081621.2	Gm12793	predicted gene 12793 	0	NA	NA	NA	NA	NA
ENSMUSG00000081624.2	Gm6912	predicted gene 6912 	0	NA	NA	NA	NA	NA
ENSMUSG00000081625.2	Rps12-ps7	ribosomal protein S12, pseudogene 7 	0	NA	NA	NA	NA	NA
ENSMUSG00000081626.4	Gm14369	predicted gene 14369 	0	NA	NA	NA	NA	NA
ENSMUSG00000081627.2	Gm13158	predicted gene 13158 	0	NA	NA	NA	NA	NA
ENSMUSG00000081628.2	Gm14804	predicted gene 14804 	0	NA	NA	NA	NA	NA
ENSMUSG00000081630.2	Gm11498	predicted gene 11498 	0	NA	NA	NA	NA	NA
ENSMUSG00000081631.2	Gm12005	predicted gene 12005 	0	NA	NA	NA	NA	NA
ENSMUSG00000081636.3	Gm15901	predicted gene 15901 	0	NA	NA	NA	NA	NA
ENSMUSG00000081638.5	Gm14594	predicted gene 14594 	0	NA	NA	NA	NA	NA
ENSMUSG00000081639.2	Gm14973	predicted gene 14973 	0	NA	NA	NA	NA	NA
ENSMUSG00000081646.2	Gm15060	predicted gene 15060 	0	NA	NA	NA	NA	NA
ENSMUSG00000081647.2	Gm13022	predicted gene 13022 	0	NA	NA	NA	NA	NA
ENSMUSG00000081649.3	Olfr213	olfactory receptor 213 	0	NA	NA	NA	NA	NA
ENSMUSG00000081652.2	Gm14283	predicted gene 14283 	0	NA	NA	NA	NA	NA
ENSMUSG00000081653.2	Gm11354	predicted gene 11354 	0	NA	NA	NA	NA	NA
