GENEID	ENSID	Gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj			
ENSMUSG00000090658	0	Prss47	1.901687638	-2.48E-05	0.040226338	-0.00061691	0.974147183	NA			
ENSMUSG00000032864	ENSG00000175097	Rag2	0.681907191	1.80E-05	0.040230525	0.000446208	0.974195828	NA			
ENSMUSG00000029535	ENSG00000170855	Triap1	662.4807922	-0.000158313	0.037593731	-0.004211167	0.974205078	0.998210653			
ENSMUSG00000067629	ENSG00000197283	Syngap1	19546.06949	0.004762761	0.033000563	0.144323632	0.974237927	0.998210653			
ENSMUSG00000057604	ENSG00000071282	Lmcd1	403.9228867	0.000393153	0.038929524	0.010099085	0.974270106	0.998210653			
ENSMUSG00000066443	0	Gm10163	291.42992	3.20E-05	0.04023064	0.000794244	0.974294827	0.998210653			
ENSMUSG00000047420	ENSG00000189320	Fam180a	47.71982393	0.000138218	0.040033271	0.003452569	0.97439256	0.998210653			
ENSMUSG00000038002	ENSG00000007545	Cramp1l	3642.47183	0.000513602	0.036402995	0.014108774	0.974416134	0.998210653			
ENSMUSG00000058925	ENSG00000230561	Ccdc192	3.100321957	-2.37E-05	0.040226072	-0.000588187	0.97444779	NA			
ENSMUSG00000097693	0	4930471M09Rik	30.00453695	-9.44E-05	0.040105786	-0.002354543	0.974455547	0.998210653			
ENSMUSG00000017664	ENSG00000080189	Slc35c2	2776.398864	0.000532984	0.036168767	0.014736039	0.974562417	0.998210653			
ENSMUSG00000042660	ENSG00000120314	Wdr55	973.7424342	0.000529049	0.037087146	0.014265025	0.974588296	0.998210653			
ENSMUSG00000002731	ENSG00000180228	Prkra	757.6533423	0.000946995	0.037803861	0.025050206	0.974621981	0.998210653			
ENSMUSG00000054702	ENSG00000152056	Ap1s3	932.8432893	-0.000373296	0.038755033	-0.0096322	0.974668793	0.998210653			
ENSMUSG00000054855	ENSG00000172602	Rnd1	462.2417405	0.000267039	0.039406732	0.006776469	0.974827321	0.998210653			
ENSMUSG00000071341	ENSG00000135625	Egr4	1693.451831	-0.00014554	0.039989189	-0.003639476	0.974877021	0.998210653			
ENSMUSG00000028747	ENSG00000158748	Htr6	318.846076	-0.000203637	0.038850727	-0.005241518	0.975103739	0.998210653			
ENSMUSG00000061859	ENSG00000132849	Patj	1966.56133	-0.000660286	0.038634943	-0.017090393	0.975107449	0.998210653			
ENSMUSG00000057572	ENSG00000176261	Zbtb8os	2872.907015	-0.000625091	0.037563875	-0.016640761	0.975171044	0.998210653			
ENSMUSG00000032324	ENSG00000140391	Tspan3	19599.14875	0.0008722	0.03204577	0.027217319	0.975205171	0.998210653			
ENSMUSG00000099492	0	Gm5525	0.618316793	1.42E-05	0.040231505	0.000353067	0.975216694	NA			
ENSMUSG00000074918	ENSG00000259330	Inafm2	3492.945496	0.000741399	0.034637851	0.0214043	0.9752605	0.998210653			
ENSMUSG00000029337	ENSG00000138675	Fgf5	18.87673119	-7.49E-05	0.040146654	-0.001865432	0.975280277	0.998210653			
ENSMUSG00000035725	ENSG00000183943	Prkx	1618.40654	0.000528412	0.035547768	0.014864853	0.975292605	0.998210653			
ENSMUSG00000068407	ENSG00000258436	Rnase12	2.779629839	-3.31E-05	0.04021779	-0.000824141	0.97533673	NA			
ENSMUSG00000033149	ENSG00000144824	Phldb2	720.7229864	0.000290579	0.039213671	0.00741015	0.975359808	0.998210653			
ENSMUSG00000118544	0	Gm53033	1.217220231	1.93E-05	0.040229918	0.000480475	0.97539779	NA			
ENSMUSG00000030678	ENSG00000103495	Maz	7309.768954	0.001815146	0.032378459	0.056060302	0.975473816	0.998210653			
ENSMUSG00000012889	ENSG00000132000	Podnl1	4.920756513	4.66E-05	0.040211115	0.001159621	0.975509712	NA			
ENSMUSG00000021252	ENSG00000133935	Erg28	1671.195567	-0.000480444	0.035867238	-0.01339507	0.975513723	0.998210653			
ENSMUSG00000024184	ENSG00000185615	Pdia2	11.88370461	-4.89E-05	0.040194203	-0.001217122	0.975588845	NA			
ENSMUSG00000050107	ENSG00000177602	Haspin	28.53396875	-8.35E-05	0.040085323	-0.002082162	0.975606669	0.998210653			
ENSMUSG00000079138	0	Gm8818	0.982741386	1.92E-05	0.040229312	0.000478257	0.975616226	NA			
ENSMUSG00000036867	ENSG00000137834	Smad6	165.578177	-0.000366737	0.039577384	-0.00926633	0.975643968	0.998210653			
ENSMUSG00000047586	ENSG00000188505	Nccrp1	2.269343871	3.67E-05	0.040219722	0.000912162	0.975763015	NA			
ENSMUSG00000038572	0	Bpifb5	0.982676629	1.91E-05	0.040229312	0.000474641	0.975798679	NA			
ENSMUSG00000023084	ENSG00000160838	Lrrc71	186.8829478	8.40E-05	0.040167759	0.002091478	0.975799513	0.998210653			
ENSMUSG00000043623	0	4933412A08Rik	5.02867322	4.63E-05	0.040210131	0.001151924	0.975803692	NA			
ENSMUSG00000048755	ENSG00000100294	Mcat	1145.462083	0.000493644	0.038714362	0.012750928	0.975867412	0.998210653			
ENSMUSG00000053769	ENSG00000163155	Lysmd1	1743.889625	-2.51E-05	0.035382781	-0.000710201	0.975913993	0.998210653			
ENSMUSG00000073877	ENSG00000213927	Gm13306	135.8741758	-0.00015004	0.039858611	-0.003764315	0.975934808	0.998210653			
ENSMUSG00000014980	ENSG00000198860	Tsen15	1070.897387	0.000349404	0.038199214	0.009146901	0.975991637	0.998210653			
ENSMUSG00000021483	ENSG00000156345	Cdk20	749.4579182	0.000390684	0.037933031	0.010299322	0.976108579	0.998210653			
ENSMUSG00000027009	ENSG00000115232	Itga4	852.6438607	0.000358535	0.038516736	0.009308557	0.976117146	0.998210653			
ENSMUSG00000094594	0	Tpd52-ps	3.841206556	-3.76E-05	0.040211154	-0.000934797	0.976125285	NA			
ENSMUSG00000045100	ENSG00000144741	Slc25a26	867.3496035	0.000354712	0.037453125	0.009470834	0.976181767	0.998210653			
ENSMUSG00000022257	ENSG00000104341	Laptm4b	3122.042654	-0.000400662	0.035648118	-0.011239351	0.976223698	0.998210653			
ENSMUSG00000029863	ENSG00000106144	Casp2	1502.302938	0.000473641	0.036825722	0.012861702	0.97638889	0.998210653			
ENSMUSG00000035311	ENSG00000111670	Gnptab	6214.825466	-0.000356057	0.034496887	-0.010321435	0.97639182	0.998210653			
ENSMUSG00000028180	ENSG00000132485	Zranb2	15087.06242	-0.000573119	0.031767407	-0.018041115	0.976394057	0.998210653			
ENSMUSG00000031340	ENSG00000102287	Gabre	25.95606796	8.78E-05	0.040124259	0.002188138	0.976487754	0.998210653			
ENSMUSG00000033964	ENSG00000177888	Zbtb41	5054.599494	0.000940613	0.033026729	0.028480349	0.976512758	0.998210653			
ENSMUSG00000059436	ENSG00000125952	Max	2658.454	-0.000614412	0.036843502	-0.016676267	0.976592673	0.998210653			
ENSMUSG00000027947	ENSG00000160712	Il6ra	332.8043054	-0.000233852	0.039290006	-0.005951948	0.97671077	0.998210653			
ENSMUSG00000080845	0	Gm9115	0.638303988	-1.50E-05	0.04023147	-0.000372687	0.976750783	NA			
ENSMUSG00000003051	ENSG00000163435	Elf3	0.991527558	1.86E-05	0.040229432	0.000461401	0.976770942	NA			
ENSMUSG00000047604	ENSG00000181274	Frat2	420.8913195	0.000314059	0.038785791	0.008097266	0.976810468	0.998210653			
ENSMUSG00000067455	ENSG00000197238	H4c11	619.0093451	0.000254914	0.039399132	0.006470038	0.97687236	0.998210653			
ENSMUSG00000058741	ENSG00000188368	Prr19	2.239731955	-2.49E-05	0.04022353	-0.000617938	0.976876251	NA			
ENSMUSG00000114719	0	Gm18134	0.95307205	1.61E-05	0.040230558	0.000400069	0.977089082	NA			
ENSMUSG00000043003	ENSG00000165105	Rasef	3.600631702	3.46E-05	0.040219356	0.00086025	0.977111309	NA			
ENSMUSG00000022401	ENSG00000196236	Xpnpep3	1884.045161	0.002431497	0.036227925	0.06711665	0.977122357	0.998210653			
ENSMUSG00000063163	0	Speer2	1.05507114	-1.93E-05	0.040228933	-0.000480717	0.97718388	NA			
ENSMUSG00000074682	ENSG00000247315	Zcchc3	778.2574829	-0.000339004	0.038024631	-0.008915385	0.977251018	0.998210653			
ENSMUSG00000041930	ENSG00000139438	Fam222a	1019.445136	-0.000387305	0.037147686	-0.010426095	0.977264536	0.998210653			
ENSMUSG00000027422	ENSG00000125844	Rrbp1	3844.3036	-0.00826856	0.034885074	-0.237022863	0.97728175	0.998210653			
ENSMUSG00000100774	0	Gm7329	0.919328724	1.59E-05	0.040230604	0.000394768	0.977332047	NA			
ENSMUSG00000060429	ENSG00000172164	Sntb1	524.1838652	0.000289164	0.03896912	0.007420338	0.977395003	0.998210653			
ENSMUSG00000061079	ENSG00000166478	Zfp143	1300.300735	0.000501535	0.035864063	0.013984322	0.977441956	0.998210653			
ENSMUSG00000024459	ENSG00000204642	H2-M5	40.71394772	-6.76E-05	0.040146868	-0.001683664	0.977479816	0.998210653			
ENSMUSG00000021214	0	Akr1c18	0.970733105	-1.81E-05	0.040229326	-0.000450743	0.977530298	NA			
ENSMUSG00000116940	0	Gm7450	0.624503682	1.71E-05	0.040230623	0.000423916	0.977558079	NA			
ENSMUSG00000070336	ENSG00000204952	Fbxo47	63.81863755	0.000122419	0.039905535	0.00306773	0.977584549	0.998210653			
ENSMUSG00000027793	ENSG00000133101	Ccna1	10.42431263	-5.04E-05	0.040183782	-0.00125449	0.977677048	NA			
ENSMUSG00000026686	ENSG00000162761	Lmx1a	12.5613994	-5.11E-05	0.0401781	-0.001271553	0.97774244	NA			
ENSMUSG00000018932	ENSG00000034152	Map2k3	502.7881615	-0.000287841	0.038513701	-0.007473721	0.977747515	0.998210653			
ENSMUSG00000006498	ENSG00000011304	Ptbp1	2606.123279	-0.001929552	0.037207957	-0.051858575	0.977764448	0.998210653			
ENSMUSG00000052221	ENSG00000165807	Ppp1r36	123.3470239	-0.000131101	0.03990445	-0.003285385	0.977779095	0.998210653			
ENSMUSG00000031633	ENSG00000151729	Slc25a4	40985.26702	0.000561376	0.031541782	0.017797838	0.977784329	0.998210653			
ENSMUSG00000037958	ENSG00000126653	Nsrp1	1313.74993	-0.000463796	0.036247587	-0.012795227	0.977824799	0.998210653			
ENSMUSG00000032024	ENSG00000166250	Clmp	2493.069871	0.000484188	0.037399722	0.012946306	0.977860703	0.998210653			
ENSMUSG00000000167	ENSG00000150773	Pih1d2	173.7932785	0.000186822	0.039515473	0.004727816	0.97797535	0.998210653			
ENSMUSG00000095717	ENSG00000198692	Eif1ad11	1.293738874	-1.88E-05	0.040228219	-0.000466568	0.978023838	NA			
ENSMUSG00000082465	0	Rps6-ps3	3.804137979	2.77E-05	0.040223701	0.00068812	0.978120925	NA			
ENSMUSG00000064179	ENSG00000105048	Tnnt1	125.5254283	0.000166464	0.039845833	0.004177693	0.978132117	0.998210653			
ENSMUSG00000074903	0	Gm2058	2.264246529	-2.10E-05	0.040225538	-0.000521557	0.978145496	NA			
ENSMUSG00000109516	0	Gm6882	17.03627855	-6.58E-05	0.040137969	-0.001638508	0.978176917	0.998210653			
ENSMUSG00000004631	ENSG00000127990	Sgce	2448.428084	0.000566331	0.034740276	0.016301863	0.978223197	0.998210653			
ENSMUSG00000034773	ENSG00000125319	Hrob	33.26395815	-7.24E-05	0.040123029	-0.001804317	0.978282219	0.998210653			
ENSMUSG00000007589	ENSG00000092330	Tinf2	808.5010483	0.000525426	0.038223391	0.013746202	0.978342859	0.998210653			
ENSMUSG00000037017	ENSG00000166529	Zscan21	1210.891863	0.000435562	0.036402823	0.011965057	0.978361699	0.998210653			
ENSMUSG00000066568	ENSG00000257103	Lsm14a	3330.06782	-0.000465498	0.036130817	-0.012883685	0.978376819	0.998210653			
ENSMUSG00000045506	0	A930002H24Rik	13.11557915	-5.53E-05	0.040169888	-0.001376547	0.978382553	NA			
ENSMUSG00000115637	0	Gm30970	0.638812198	-1.40E-05	0.040231468	-0.000347861	0.978403721	NA			
ENSMUSG00000024251	ENSG00000115970	Thada	2973.40803	0.00041173	0.038261182	0.010761027	0.97840543	0.998210653			
ENSMUSG00000037270	ENSG00000138688	4932438A13Rik	28187.98948	-0.000407672	0.036071202	-0.011301875	0.978614909	0.998210653			
ENSMUSG00000038646	ENSG00000169612	Ramac	4497.259485	0.000556601	0.035677637	0.015600831	0.978631668	0.998210653			
ENSMUSG00000035547	ENSG00000149260	Capn5	2060.615074	-0.002540683	0.036833185	-0.068978093	0.97863392	0.998210653			
ENSMUSG00000066456	ENSG00000118418	Hmgn3	1814.298024	-0.000514005	0.035247887	-0.01458257	0.978648441	0.998210653			
ENSMUSG00000020397	ENSG00000155868	Med7	1159.947735	-0.000349986	0.037423196	-0.009352127	0.978690561	0.998210653			
ENSMUSG00000014243	ENSG00000214941	Zswim7	497.3484863	-0.000118901	0.038380074	-0.00309798	0.978732565	0.998210653			
ENSMUSG00000031548	ENSG00000104332	Sfrp1	681.8032414	0.00025834	0.039125001	0.006602937	0.978758066	0.998210653			
ENSMUSG00000056153	ENSG00000170677	Socs6	3689.413516	-0.000413861	0.035034292	-0.011813029	0.978821499	0.998210653			
ENSMUSG00000026201	ENSG00000115661	Stk16	2994.519277	0.000428864	0.034334048	0.012490912	0.978849888	0.998210653			
ENSMUSG00000092229	0	Gm5977	23.68129718	-3.41E-05	0.040228673	-0.000846582	0.978929536	0.998210653			
ENSMUSG00000053553	ENSG00000146540	3110082I17Rik	283.772569	0.000240359	0.039220761	0.006128351	0.978970964	0.998210653			
ENSMUSG00000083139	0	Gm12418	18.06871533	-6.75E-05	0.040136265	-0.001681274	0.979000792	0.998210653			
ENSMUSG00000112424	0	Gm6494	13.39741202	6.75E-05	0.040172459	0.001679561	0.979030141	NA			
ENSMUSG00000036339	ENSG00000070269	Tmem260	3794.974721	-0.000431373	0.035001039	-0.012324573	0.979117854	0.998210653			
ENSMUSG00000026417	ENSG00000162896	Pigr	1.700604914	-2.01E-05	0.040225874	-0.000498549	0.97921374	NA			
ENSMUSG00000047641	0	Krt87	2.062332671	2.57E-05	0.040223726	0.000638872	0.979253838	NA			
ENSMUSG00000082530	0	Gm12168	0.300648222	2.32E-06	0.040232565	5.77866E-05	0.979274929	NA			
ENSMUSG00000117925	0	Gm50127	0.300648168	2.32E-06	0.040232565	5.77188E-05	0.979277334	NA			
ENSMUSG00000082676	0	Gm11843	0.300648069	2.32E-06	0.040232565	5.75953E-05	0.97928171	NA			
ENSMUSG00000030850	ENSG00000107669	Ate1	7199.719979	0.000955876	0.035004018	0.027307598	0.979294669	0.998210653			
ENSMUSG00000093798	0	Gm8355	44.81565754	0.00010679	0.040057837	0.002665891	0.979315488	0.998210653			
ENSMUSG00000109059	0	Gm9354	0.318185901	1.35E-05	0.04023257	0.000335214	0.979316713	NA			
ENSMUSG00000109905	0	Gm7380	0.318185001	1.35E-05	0.04023257	0.000334991	0.979324511	NA			
ENSMUSG00000104992	0	Gm43163	0.300646679	2.25E-06	0.040232565	5.58296E-05	0.979344313	NA			
ENSMUSG00000083878	0	Gm12034	0.318179192	1.34E-05	0.04023257	0.000333551	0.979374948	NA			
ENSMUSG00000116863	0	Gm49592	0.331595321	-1.60E-05	0.040232573	-0.000398313	0.979379683	NA			
ENSMUSG00000108279	0	Gm44024	0.300645042	2.16E-06	0.040232565	5.36949E-05	0.979419997	NA			
ENSMUSG00000082689	0	Gm14156	0.300644602	2.14E-06	0.040232565	5.31093E-05	0.97944076	NA			
ENSMUSG00000026470	ENSG00000135823	Stx6	9281.733708	0.000776537	0.033679469	0.023056693	0.979474652	0.998210653			
ENSMUSG00000026468	ENSG00000121454	Lhx4	0.925050321	1.62E-05	0.040229379	0.000403206	0.979483579	NA			
ENSMUSG00000020649	ENSG00000171848	Rrm2	260.592051	0.00017676	0.039819751	0.004438996	0.979494988	0.998210653			
ENSMUSG00000089901	0	Gm8113	792.5122557	-0.00033459	0.038102132	-0.008781403	0.979550328	0.998210653			
ENSMUSG00000037907	ENSG00000198720	Ankrd13b	3567.273061	0.001063526	0.035457169	0.029994676	0.979570086	0.998210653			
ENSMUSG00000105634	0	Gm43367	0.318156238	1.32E-05	0.040232569	0.000327806	0.979576227	NA			
ENSMUSG00000067924	ENSG00000134590	Rtl8b	8251.099809	0.000831359	0.031761175	0.026175324	0.979583678	0.998210653			
ENSMUSG00000108307	0	Ceacam-ps1	0.318155038	1.32E-05	0.040232569	0.000327503	0.979586844	NA			
ENSMUSG00000084345	0	Rpl17-ps4	0.300641527	1.97E-06	0.040232565	4.88761E-05	0.979590865	NA			
ENSMUSG00000074678	ENSG00000180383	Defb25	0.331637473	-1.64E-05	0.040232573	-0.000406734	0.979671701	NA			
ENSMUSG00000054745	0	Gm9955	0.318144548	1.31E-05	0.040232569	0.000324845	0.979679985	NA			
ENSMUSG00000051341	0	Zfp52	417.8204739	-0.000173868	0.039192032	-0.004436311	0.979691132	0.998210653			
ENSMUSG00000031783	ENSG00000102978	Polr2c	3240.181316	0.0006986	0.034784527	0.020083654	0.979719058	0.998210653			
ENSMUSG00000031491	ENSG00000147434	Chrna6	4.382625301	3.78E-05	0.04021143	0.00094074	0.979735009	NA			
ENSMUSG00000049624	ENSG00000119899	Slc17a5	1365.940491	0.00041393	0.035837921	0.011550062	0.979746148	0.998210653			
ENSMUSG00000081583	0	Gm14769	27.84913643	6.61E-05	0.040119104	0.001648078	0.979775791	0.998210653			
ENSMUSG00000082612	0	4930503H13Rik	5.395201436	-3.94E-05	0.04020192	-0.000979577	0.979777054	NA			
ENSMUSG00000037709	ENSG00000138640	Fam13a	748.8320647	-0.000280973	0.038735348	-0.007253658	0.979786112	0.998210653			
ENSMUSG00000029657	ENSG00000120694	Hsph1	18510.10453	-0.000300688	0.036758864	-0.00818001	0.979804669	0.998210653			
ENSMUSG00000072625	ENSG00000263761	Gdf2	2.170560679	-2.16E-05	0.040223488	-0.000536993	0.979812771	NA			
ENSMUSG00000107484	0	Nasp-ps1	0.300636837	1.68E-06	0.040232565	4.18363E-05	0.97984053	NA			
ENSMUSG00000025393	ENSG00000110955	Atp5b	92159.62856	0.003664664	0.034680084	0.105670559	0.97984928	0.998210653			
ENSMUSG00000114278	0	Gm49027	92.55409726	0.000146157	0.039875095	0.003665382	0.979877943	0.998210653			
ENSMUSG00000068324	0	Gm10029	0.331668704	-1.66E-05	0.040232573	-0.000412875	0.979884563	NA			
ENSMUSG00000096486	ENSG00000249222	Gm5426	0.306408943	-1.63E-06	0.040232565	-4.06024E-05	0.979904647	NA			
ENSMUSG00000048686	ENSG00000176256	Hmgb4	0.300635584	1.60E-06	0.040232565	3.98079E-05	0.979912475	NA			
ENSMUSG00000056772	0	Rps6-ps2	0.30063556	1.60E-06	0.040232565	3.97693E-05	0.979913846	NA			
ENSMUSG00000021208	0	Ifi27l2b	72.26413064	0.000137723	0.039907527	0.003451057	0.979946039	0.998210653			
ENSMUSG00000081854	0	Gm11447	0.318114943	1.28E-05	0.040232569	0.000317234	0.979946707	NA			
ENSMUSG00000105093	0	Gm17815	0.318110904	1.27E-05	0.040232569	0.000316182	0.979983544	NA			
ENSMUSG00000053329	ENSG00000160221	Gatd3a	4294.636703	0.00042705	0.034935215	0.012224046	0.979984207	0.998210653			
ENSMUSG00000106895	0	Gm4754	0.300634263	1.51E-06	0.040232565	3.7589E-05	0.979991185	NA			
ENSMUSG00000021260	ENSG00000182218	Hhipl1	862.2365769	0.000330668	0.037986503	0.008704872	0.979997253	0.998210653			
ENSMUSG00000095351	0	Igkv3-2	0.331687565	-1.68E-05	0.040232574	-0.000416546	0.980011734	NA			
ENSMUSG00000072968	0	Gm17728	0.331688349	-1.68E-05	0.040232574	-0.000416698	0.980017004	NA			
ENSMUSG00000104602	0	Gm42779	0.331690964	-1.68E-05	0.040232574	-0.000417204	0.980034543	NA			
ENSMUSG00000091785	0	Rpl29-ps5	0.323881103	8.92E-06	0.040232566	0.000221819	0.980053036	NA			
ENSMUSG00000051682	ENSG00000188056	Treml4	3.562451353	2.92E-05	0.040220665	0.000725396	0.980054275	NA			
ENSMUSG00000056849	0	Gm16415	0.323880443	8.91E-06	0.040232566	0.000221578	0.980061481	NA			
ENSMUSG00000097977	0	Gm5652	0.318100896	1.26E-05	0.040232569	0.000313564	0.980075318	NA			
ENSMUSG00000090607	0	Gm17052	0.349165135	-5.98E-06	0.040232565	-0.000148625	0.980077037	NA			
ENSMUSG00000083621	0	Gm14586	0.323878732	8.89E-06	0.040232566	0.00022095	0.980083444	NA			
ENSMUSG00000043529	0	Olfr266	0.318099483	1.26E-05	0.040232569	0.000313192	0.98008833	NA			
ENSMUSG00000081277	0	Gm15285	0.349166941	-6.02E-06	0.040232565	-0.00014955	0.980108861	NA			
ENSMUSG00000046854	ENSG00000167103	Pip5kl1	151.1302733	0.000170071	0.039765004	0.00427689	0.98011469	0.998210653			
ENSMUSG00000101431	0	Gm7901	24.34870855	2.42E-05	0.040228754	0.000602471	0.980120461	0.998210653			
ENSMUSG00000000394	ENSG00000115263	Gcg	0.31809538	1.26E-05	0.040232569	0.000312112	0.980126203	NA			
ENSMUSG00000084328	0	Gm14046	0.349168226	-6.04E-06	0.040232565	-0.000150204	0.980131375	NA			
ENSMUSG00000083922	0	Gm3835	0.34916844	-6.05E-06	0.040232565	-0.000150313	0.980135131	NA			
ENSMUSG00000107806	0	Gm19726	0.349168684	-6.05E-06	0.040232565	-0.000150437	0.980139391	NA			
ENSMUSG00000107079	0	Gm35648	0.306412681	-1.93E-06	0.040232565	-4.79081E-05	0.980160049	NA			
ENSMUSG00000069720	0	4930572O03Rik	0.318090771	1.25E-05	0.040232569	0.000310894	0.980168875	NA			
ENSMUSG00000069818	0	Olfr390	0.349171158	-6.10E-06	0.040232565	-0.000151689	0.980182468	NA			
ENSMUSG00000113431	0	Gm6722	1.574483786	-1.82E-05	0.040227557	-0.000452585	0.980183143	NA			
ENSMUSG00000114254	0	Gm48067	0.349171412	-6.11E-06	0.040232565	-0.000151817	0.980186867	NA			
ENSMUSG00000112657	0	BC106175	0.318088593	1.25E-05	0.040232569	0.000310317	0.980189103	NA			
ENSMUSG00000035486	ENSG00000185988	Plk5	2193.038215	0.000379124	0.036980675	0.010251938	0.980196068	0.998210653			
ENSMUSG00000071151	0	Gm4799	0.349171959	-6.12E-06	0.040232565	-0.000152092	0.98019634	NA			
ENSMUSG00000080747	0	Gm14016	0.306413305	-1.97E-06	0.040232565	-4.90292E-05	0.980199233	NA			
ENSMUSG00000094320	0	Chchd2-ps	0.331716481	-1.70E-05	0.040232574	-0.000422118	0.980204748	NA			
ENSMUSG00000027804	ENSG00000171497	Ppid	6385.770904	0.000595168	0.034153062	0.017426498	0.980226834	0.998210653			
ENSMUSG00000020622	ENSG00000185013	Nt5c1b	0.318083512	1.24E-05	0.040232569	0.000308967	0.980236405	NA			
ENSMUSG00000080907	0	4930455H04Rik	0.318083253	1.24E-05	0.040232569	0.000308898	0.980238826	NA			
ENSMUSG00000071763	0	Gm53064	0.323866112	8.70E-06	0.040232566	0.000216272	0.980247177	NA			
ENSMUSG00000054136	ENSG00000128165	Adm2	0.300629899	1.19E-06	0.040232565	2.95086E-05	0.980277848	NA			
ENSMUSG00000045551	ENSG00000171051	Fpr1	0.300629786	1.18E-06	0.040232565	2.92791E-05	0.980285991	NA			
ENSMUSG00000054422	ENSG00000163586	Fabp1	0.306414733	-2.07E-06	0.040232565	-5.1512E-05	0.980286001	NA			
ENSMUSG00000100648	0	Gm28659	0.323862811	8.65E-06	0.040232566	0.000215034	0.980290527	NA			
ENSMUSG00000010307	ENSG00000151117	Tmem86a	497.4259104	-0.00022981	0.038861233	-0.005913615	0.98030065	0.998210653			
ENSMUSG00000027073	ENSG00000186652	Prg2	0.349178551	-6.25E-06	0.040232565	-0.000155377	0.980309325	NA			
ENSMUSG00000023013	ENSG00000167580	Aqp2	0.300629416	1.15E-06	0.040232565	2.8526E-05	0.980312713	NA			
ENSMUSG00000056706	ENSG00000274749	Krtap7-1	0.331734731	-1.71E-05	0.040232574	-0.000425602	0.980325382	NA			
ENSMUSG00000107824	0	Gm6443	0.349179571	-6.27E-06	0.040232565	-0.00015588	0.980326622	NA			
ENSMUSG00000083890	0	Gm15703	0.349179723	-6.27E-06	0.040232565	-0.000155954	0.980329197	NA			
ENSMUSG00000056370	ENSG00000168878	Sftpb	0.30062918	1.13E-06	0.040232565	2.80374E-05	0.98033005	NA			
ENSMUSG00000082031	0	Gm8097	0.323859763	8.61E-06	0.040232566	0.000213884	0.980330765	NA			
ENSMUSG00000066626	0	Gm5121	0.306415512	-2.13E-06	0.040232565	-5.28202E-05	0.980331714	NA			
ENSMUSG00000082901	0	Rps8-ps5	0.306415512	-2.13E-06	0.040232565	-5.28202E-05	0.980331714	NA			
ENSMUSG00000083343	0	Gm14666	0.323859216	8.60E-06	0.040232566	0.000213677	0.980338018	NA			
ENSMUSG00000098162	0	Gm26976	0.349180371	-6.29E-06	0.040232565	-0.000156273	0.980340143	NA			
ENSMUSG00000110617	0	Gm5910	0.318072373	1.23E-05	0.040232569	0.000305989	0.980340784	NA			
ENSMUSG00000082792	0	Gm12176	0.323858123	8.58E-06	0.040232566	0.000213263	0.980352509	NA			
ENSMUSG00000102948	0	Gm6101	0.31807018	1.23E-05	0.040232569	0.0003054	0.980361448	NA			
ENSMUSG00000075072	0	Olfr48	0.318069525	1.23E-05	0.040232569	0.000305224	0.980367623	NA			
ENSMUSG00000104386	0	Gm37030	0.323856763	8.56E-06	0.040232566	0.000212747	0.980370576	NA			
ENSMUSG00000081729	0	Hspa9-ps1	0.318069116	1.23E-05	0.040232569	0.000305113	0.980371481	NA			
ENSMUSG00000098187	0	Gm8927	0.323855301	8.54E-06	0.040232566	0.000212191	0.980390036	NA			
ENSMUSG00000113558	0	Tmdd1	0.34918337	-6.35E-06	0.040232565	-0.000157739	0.980390581	NA			
ENSMUSG00000104699	0	Rps4x-ps	0.331744722	-1.72E-05	0.040232574	-0.000427499	0.980391045	NA			
ENSMUSG00000086936	0	Gm9697	0.32385493	8.53E-06	0.040232566	0.00021205	0.980394976	NA			
ENSMUSG00000082398	0	Gm11927	0.306416734	-2.21E-06	0.040232565	-5.48149E-05	0.980401405	NA			
ENSMUSG00000106669	0	Gm38433	0.331747997	-1.72E-05	0.040232574	-0.000428119	0.980412516	NA			
ENSMUSG00000104517	0	Gm18407	0.30641699	-2.22E-06	0.040232565	-5.52253E-05	0.980415746	NA			
ENSMUSG00000101502	0	Rpl7a-ps10	0.306417048	-2.23E-06	0.040232565	-5.53175E-05	0.980418967	NA			
ENSMUSG00000096470	0	Gm9603	0.300627985	1.03E-06	0.040232565	2.54805E-05	0.980420778	NA			
ENSMUSG00000046733	ENSG00000013588	Gprc5a	0.300627957	1.02E-06	0.040232565	2.54199E-05	0.980422931	NA			
ENSMUSG00000003435	ENSG00000196235	Supt5	12802.87977	0.000520669	0.030636395	0.016995118	0.980426483	0.998210653			
ENSMUSG00000112923	0	Gm8768	0.306417211	-2.24E-06	0.040232565	-5.55753E-05	0.980427974	NA			
ENSMUSG00000118025	0	Gm5691	0.331750635	-1.72E-05	0.040232574	-0.000428618	0.980429785	NA			
ENSMUSG00000032451	ENSG00000155890	Trim42	0.318062874	1.22E-05	0.040232569	0.000303429	0.980430529	NA			
ENSMUSG00000062712	0	Olfr531	0.300627825	1.01E-06	0.040232565	2.51271E-05	0.98043332	NA			
ENSMUSG00000038663	ENSG00000186628	Fsd2	23.76894493	-6.63E-05	0.040120744	-0.001651487	0.980433577	0.998210653			
ENSMUSG00000115611	0	Gm4606	0.331754423	-1.73E-05	0.040232574	-0.000429333	0.980454547	NA			
ENSMUSG00000112920	ENSG00000141255	Spata22	0.323850456	8.46E-06	0.040232566	0.000210339	0.980454869	NA			
ENSMUSG00000111122	0	Gm5949	0.349187604	-6.43E-06	0.040232565	-0.00015979	0.980461082	NA			
