GENE	ZSTAT	P_MULTI
ENSG00000213973	-1.0898	0.8621
ENSG00000269067	-2.7819	0.9973
ENSG00000183850	-0.48091	0.68471
ENSG00000167232	0.66237	0.25387
ENSG00000197372	0.59569	0.27569
ENSG00000196172	0.3417	0.36629
ENSG00000213096	-0.37657	0.64675
ENSG00000213967	0.24097	0.40479
ENSG00000169021	0.087843	0.465
ENSG00000187135	-1.2628	0.89667
ENSG00000105171	-1.3117	0.90519
ENSG00000166289	0.27907	0.3901
ENSG00000131943	-0.53631	0.70413
ENSG00000105173	0.547	0.29219
ENSG00000105176	0.78732	0.21555
ENSG00000198597	-0.53324	0.70307
ENSG00000121297	1.7274	0.042052
ENSG00000267465	0.72205	0.23513
ENSG00000168813	0.14277	0.44324
ENSG00000178904	0.39227	0.34743
ENSG00000105185	-1.9184	0.97247
ENSG00000105186	0.26634	0.39499
ENSG00000213965	-2.0272	0.97868
ENSG00000186326	-1.5175	0.93543
ENSG00000173809	-0.87922	0.81036
ENSG00000021488	-0.033295	0.51328
ENSG00000121289	0.34541	0.36489
ENSG00000131941	1.596	0.055243
ENSG00000076650	1.1225	0.13084
ENSG00000166359	0.45856	0.32327
ENSG00000130881	-0.9137	0.81956
ENSG00000130876	2.1037	0.017703
ENSG00000245848	0.68746	0.2459
ENSG00000153879	0.5525	0.2903
ENSG00000124299	-0.10823	0.54309
ENSG00000124302	-0.042315	0.51688
ENSG00000153885	-0.65995	0.74536
ENSG00000257103	1.1593	0.12317
ENSG00000105220	0.35294	0.36207
ENSG00000126249	-0.84049	0.79968
ENSG00000126261	0.78558	0.21606
ENSG00000142279	0.83773	0.20109
ENSG00000205209	-0.67703	0.75081
ENSG00000089335	1.0368	0.14991
ENSG00000197841	0.73695	0.23058
ENSG00000153896	-0.2492	0.5984
ENSG00000168661	-1.7124	0.95659
ENSG00000180884	-1.38	0.9162
ENSG00000089351	-1.6528	0.95081
ENSG00000105711	-1.5871	0.94375
ENSG00000105707	0.83104	0.20297
ENSG00000089356	-1.0039	0.84229
ENSG00000153902	-1.2065	0.88619
ENSG00000266964	-1.3874	0.91733
ENSG00000221946	-1.3772	0.91578
ENSG00000089327	-1.2151	0.88783
ENSG00000177558	1.6485	0.04962
ENSG00000105699	0.094954	0.46218
ENSG00000105698	0.5275	0.29892
ENSG00000105697	0.41298	0.33981
ENSG00000105695	1.0484	0.14724
ENSG00000012124	-0.014362	0.50573
ENSG00000126266	0.27732	0.39077
ENSG00000185897	-1.4242	0.92281
ENSG00000126262	-2.2813	0.98874
ENSG00000188508	-1.9492	0.97437
ENSG00000161249	-1.1541	0.87577
ENSG00000189001	0.55697	0.28878
ENSG00000105679	0.797	0.21273
ENSG00000105677	0.2867	0.38717
ENSG00000105675	-0.75396	0.77456
ENSG00000249115	2.0034	0.022565
ENSG00000126254	1.4074	0.079655
ENSG00000105672	1.5322	0.06274
ENSG00000126267	1.7141	0.043256
ENSG00000105668	1.5178	0.064533
ENSG00000011590	1.9439	0.025953
ENSG00000272333	1.8348	0.033267
ENSG00000126246	1.7203	0.042685
ENSG00000161265	1.965	0.024708
ENSG00000205155	1.8424	0.032711
ENSG00000267796	1.8184	0.034505
ENSG00000004776	2.1148	0.017225
ENSG00000167595	1.7435	0.040626
ENSG00000004777	1.2129	0.11258
ENSG00000250799	0.44759	0.32722
ENSG00000161270	-0.040456	0.51614
ENSG00000126259	0.79654	0.21286
ENSG00000105290	0.78847	0.21521
ENSG00000167604	0.65625	0.25583
ENSG00000126264	0.49595	0.30997
ENSG00000011600	0.57641	0.28217
ENSG00000126243	0.028582	0.4886
ENSG00000205138	0.72332	0.23474
ENSG00000181392	-0.52022	0.69854
ENSG00000239382	-0.45066	0.67388
ENSG00000105270	-0.088739	0.53536
ENSG00000161277	0.93455	0.17501
ENSG00000075702	0.56489	0.28607
ENSG00000105261	-2.543	0.9945
ENSG00000105258	-1.2148	0.88779
ENSG00000105254	0.40335	0.34335
ENSG00000126247	0.65758	0.2554
ENSG00000161281	0.46282	0.32175
ENSG00000196357	1.0242	0.15288
ENSG00000167635	1.3594	0.087011
ENSG00000142065	0.53053	0.29787
ENSG00000181007	0.43552	0.33159
ENSG00000186017	-0.053977	0.52152
ENSG00000254004	0.40319	0.3434
ENSG00000186020	-0.038308	0.51528
ENSG00000161298	0.18556	0.4264
ENSG00000197808	0.1194	0.45248
ENSG00000189042	0.27118	0.39312
ENSG00000267041	-0.64351	0.74005
ENSG00000197863	-0.98873	0.8386
ENSG00000251247	-1.2139	0.8876
ENSG00000185869	-0.20183	0.57997
ENSG00000198453	-0.028108	0.51121
ENSG00000197050	-0.57385	0.71696
ENSG00000196967	-0.55642	0.71104
ENSG00000245680	-0.80234	0.78882
ENSG00000188283	-0.77529	0.78092
ENSG00000189164	-1.9294	0.97316
ENSG00000196437	-1.4377	0.92474
ENSG00000171827	-1.0505	0.85325
ENSG00000188227	-2.1799	0.98537
ENSG00000171817	-1.6519	0.95073
ENSG00000180479	-1.5494	0.93936
ENSG00000120784	-1.1002	0.86437
ENSG00000196381	-1.3484	0.91124
ENSG00000198182	-0.18807	0.57459
ENSG00000189144	-1.1596	0.87689
ENSG00000171804	-1.353	0.91197
ENSG00000105738	1.2748	0.10119
ENSG00000011332	1.1393	0.12729
ENSG00000167641	1.1927	0.1165
ENSG00000167642	-0.086465	0.53445
ENSG00000167645	0.23564	0.40686
ENSG00000167644	0.35532	0.36117
ENSG00000099337	0.26982	0.39365
ENSG00000099338	0.01977	0.49211
ENSG00000099341	-0.048299	0.51926
ENSG00000179168	0.023788	0.49051
ENSG00000188766	0.27532	0.39154
ENSG00000130244	-0.13588	0.55404
ENSG00000171777	-1.008	0.84326
ENSG00000196218	-0.24885	0.59826
ENSG00000104814	-0.48738	0.68701
ENSG00000178982	0.3977	0.34542
ENSG00000130402	1.0039	0.15772
ENSG00000182472	0.76752	0.22139
ENSG00000205076	-0.43573	0.66848
ENSG00000178934	-1.0471	0.85247
ENSG00000171747	-0.5315	0.70246
ENSG00000104823	-0.82913	0.79649
ENSG00000104824	-1.2966	0.90262
ENSG00000187994	-1.0651	0.85658
ENSG00000068903	0.2009	0.42039
ENSG00000104825	1.6704	0.047416
ENSG00000262484	2.0089	0.022272
ENSG00000104835	1.4105	0.079201
ENSG00000128626	1.3503	0.088452
ENSG00000269190	0.49788	0.30929
ENSG00000161243	-1.028	0.84802
ENSG00000130669	0.52031	0.30143
ENSG00000188505	0.18298	0.42741
ENSG00000179751	0.065137	0.47403
ENSG00000197110	1.1817	0.11866
ENSG00000272395	1.3621	0.086587
ENSG00000183709	0.07984	0.46818
ENSG00000182393	0.37002	0.35568
ENSG00000128011	-0.56265	0.71316
ENSG00000130755	-0.55723	0.71132
ENSG00000179134	-0.25613	0.60107
ENSG00000006712	-1.0766	0.85917
ENSG00000063322	-1.1971	0.88438
ENSG00000128016	-0.80325	0.78909
ENSG00000090924	-0.38029	0.64813
ENSG00000105193	0.14682	0.44164
ENSG00000196235	-0.30826	0.62106
ENSG00000105197	-0.94554	0.82781
ENSG00000090932	-1.1208	0.86881
ENSG00000176401	-0.27612	0.60877
ENSG00000176396	-0.20261	0.58028
ENSG00000105198	0.85965	0.19499
ENSG00000249861	0.26225	0.39657
ENSG00000006659	1.9798	0.023862
ENSG00000105205	2.6631	0.0038718
ENSG00000213921	0.25225	0.40042
ENSG00000105204	-0.042576	0.51698
ENSG00000105202	-0.68708	0.75398
ENSG00000275395	0.29158	0.3853
ENSG00000013275	-0.23884	0.59439
ENSG00000187187	-1.0714	0.858
ENSG00000128000	-0.2431	0.59604
ENSG00000197782	-1.0358	0.84986
ENSG00000130758	0.023644	0.49057
ENSG00000174521	0.28953	0.38609
ENSG00000105221	-0.14534	0.55778
ENSG00000160392	-0.081253	0.53238
ENSG00000105223	-0.44557	0.67205
ENSG00000160396	-0.9697	0.8339
ENSG00000105227	-0.771	0.77965
ENSG00000197019	0.47619	0.31697
ENSG00000167565	1.0991	0.13586
ENSG00000090013	0.89102	0.18646
ENSG00000160460	0.60884	0.27131
ENSG00000160410	1.6235	0.052237
ENSG00000090006	2.5118	0.0060066
ENSG00000105245	2.0532	0.020024
ENSG00000086544	2.6002	0.0046591
ENSG00000188493	2.6839	0.0036385
ENSG00000077312	2.1182	0.01708
ENSG00000261857	2.2562	0.012028
ENSG00000167578	2.3839	0.0085653
ENSG00000269858	1.7625	0.038995
ENSG00000255974	0.35168	0.36254
ENSG00000198077	-1.6272	0.94815
ENSG00000197408	2.1513	0.015725
ENSG00000197838	-0.15663	0.56223
ENSG00000197446	0.87283	0.19138
ENSG00000167600	-0.65001	0.74216
ENSG00000167601	1.8664	0.030996
ENSG00000105323	2.6562	0.0039513
ENSG00000142039	2.5515	0.0053637
ENSG00000105329	1.7286	0.041938
ENSG00000142046	0.56363	0.2865
ENSG00000123810	-0.5009	0.69178
ENSG00000077348	0.5336	0.29681
ENSG00000248098	0.44422	0.32844
ENSG00000177191	0.49235	0.31124
ENSG00000204978	-0.62356	0.73354
ENSG00000007129	0.16638	0.43393
ENSG00000105352	1.152	0.12466
ENSG00000007306	1.4827	0.069081
ENSG00000105388	1.0581	0.145
ENSG00000086548	1.1635	0.12231
ENSG00000170956	1.5098	0.065543
ENSG00000273111	1.5787	0.057202
ENSG00000142025	0.37904	0.35233
ENSG00000105372	0.75662	0.22464
ENSG00000105369	-0.14889	0.55918
ENSG00000076928	-0.55619	0.71096
ENSG00000105404	0.76725	0.22147
ENSG00000105409	0.32445	0.3728
ENSG00000105737	0.32902	0.37107
ENSG00000105732	-0.51489	0.69669
ENSG00000028277	-0.55153	0.70936
ENSG00000160570	-2.5014	0.99381
ENSG00000167625	-1.8109	0.96492
ENSG00000105723	-1.2401	0.89254
ENSG00000105722	-0.87971	0.81049
ENSG00000079432	-0.83978	0.79948
ENSG00000079462	-0.52861	0.70146
ENSG00000188368	-0.23196	0.59172
ENSG00000167619	-0.42503	0.66459
ENSG00000105429	0.14171	0.44365
ENSG00000105427	1.1653	0.12194
ENSG00000079435	-0.4119	0.65979
ENSG00000189377	-1.5416	0.93842
ENSG00000079385	-1.9394	0.97377
ENSG00000124469	-1.4705	0.92928
ENSG00000221826	-1.4908	0.932
ENSG00000124467	-1.3406	0.90998
ENSG00000231924	-0.27741	0.60927
ENSG00000170848	-0.48472	0.68606
ENSG00000221878	-0.37847	0.64746
ENSG00000243130	-0.58147	0.71954
ENSG00000242221	0.13438	0.44655
ENSG00000204941	-0.10761	0.54285
ENSG00000243137	-0.36115	0.64101
ENSG00000183668	-1.3411	0.91006
ENSG00000204936	-1.2344	0.89146
ENSG00000131126	0.88343	0.1885
ENSG00000124466	1.4508	0.073415
ENSG00000176531	1.6242	0.052171
ENSG00000105755	1.6415	0.050349
ENSG00000176472	0.64093	0.26078
ENSG00000073050	1.1465	0.1258
ENSG00000234465	1.4172	0.078219
ENSG00000167378	1.1722	0.12055
ENSG00000124444	-0.27226	0.60729
ENSG00000131116	-0.56889	0.71528
ENSG00000226763	-0.54064	0.70562
ENSG00000105767	-0.4296	0.66626
ENSG00000011422	-0.46008	0.67727
ENSG00000124449	0.16547	0.43429
ENSG00000105771	-1.0181	0.84569
ENSG00000104783	1.7204	0.042678
ENSG00000159871	1.7224	0.042496
ENSG00000167637	-0.7943	0.78649
ENSG00000176222	1.0993	0.13582
ENSG00000124459	0.071437	0.47152
ENSG00000159905	-1.5753	0.94241
ENSG00000204920	-1.8392	0.96706
ENSG00000159882	-0.81776	0.79325
ENSG00000159885	-0.47462	0.68247
ENSG00000178386	-0.982	0.83695
ENSG00000186026	-1.2624	0.8966
ENSG00000267680	-1.9131	0.97213
ENSG00000256294	-1.0384	0.85046
ENSG00000263002	-0.96644	0.83309
ENSG00000167380	-0.23153	0.59155
ENSG00000131115	0.17582	0.43022
ENSG00000159915	-0.075601	0.53013
ENSG00000159917	-0.74204	0.77097
ENSG00000062370	-0.70946	0.76098
ENSG00000267508	0.50574	0.30652
ENSG00000278318	1.5652	0.058769
ENSG00000167384	-0.4621	0.678
ENSG00000273777	-0.72044	0.76437
ENSG00000216588	3.7767	7.95E-05
ENSG00000073008	4.1571	1.61E-05
ENSG00000186567	3.0794	0.0010371
ENSG00000213892	2.1414	0.01612
ENSG00000069399	1.4212	0.077637
ENSG00000142273	-0.58646	0.72122
ENSG00000187244	1.6786	0.046613
ENSG00000130204	2.1354	0.016364
ENSG00000130203	2.3203	0.010163
ENSG00000130208	2.245	0.012383
ENSG00000267467	-0.21748	0.58608
ENSG00000234906	-0.33116	0.62974
ENSG00000104853	-0.28619	0.61263
ENSG00000104856	-0.42398	0.66421
ENSG00000104859	0.32592	0.37224
ENSG00000170684	0.92603	0.17722
ENSG00000142252	0.33259	0.36972
ENSG00000104866	-0.39196	0.65245
ENSG00000179846	-0.0058994	0.50235
ENSG00000007255	0.11746	0.45325
ENSG00000189114	0.35368	0.36179
ENSG00000283632	0.93525	0.17483
ENSG00000007047	-0.023299	0.50929
ENSG00000104879	0.012526	0.495
ENSG00000104892	-0.18423	0.57308
ENSG00000104884	0.83307	0.2024
ENSG00000104881	-0.092253	0.53675
ENSG00000012061	-0.31476	0.62353
ENSG00000125740	0.75131	0.22623
ENSG00000125744	1.3538	0.0879
ENSG00000213889	1.4975	0.067126
ENSG00000125753	1.835	0.033253
ENSG00000125741	1.641	0.050398
ENSG00000177464	0.27811	0.39047
ENSG00000125746	-0.087527	0.53487
ENSG00000010310	2.2856	0.011138
ENSG00000125743	1.9064	0.028302
ENSG00000011478	3.2994	0.00048438
ENSG00000177051	3.4725	0.00025778
ENSG00000177045	2.1032	0.017725
ENSG00000104936	1.9837	0.023644
ENSG00000185800	2.3522	0.0093324
ENSG00000104941	2.5285	0.0057276
ENSG00000125755	2.8339	0.0022993
ENSG00000170608	3.3986	0.00033862
ENSG00000170604	1.3772	0.084218
ENSG00000176182	0.45466	0.32468
ENSG00000188425	2.0545	0.019962
ENSG00000104967	-0.22026	0.58717
ENSG00000104983	2.3851	0.008537
ENSG00000008438	3.4938	0.00023806
ENSG00000204869	3.7466	8.96E-05
ENSG00000188624	-1.4992	0.93309
ENSG00000204866	-0.36147	0.64113
ENSG00000188293	1.0956	0.13663
ENSG00000124440	0.43197	0.33288
ENSG00000011485	0.72125	0.23538
ENSG00000169515	0.42418	0.33572
ENSG00000160014	0.83396	0.20215
ENSG00000160013	1.1693	0.12114
ENSG00000167414	1.3197	0.093465
ENSG00000197380	0.4119	0.34021
ENSG00000105287	0.44067	0.32973
ENSG00000090372	0.42989	0.33364
ENSG00000181027	0.33615	0.36838
ENSG00000105281	0.18977	0.42474
ENSG00000042753	-1.7305	0.95823
ENSG00000160007	-0.1207	0.54804
ENSG00000130751	3.7576	8.58E-05
ENSG00000130748	3.8295	6.42E-05
ENSG00000130749	4.6146	1.97E-06
ENSG00000142230	5.4771	2.16E-08
ENSG00000105327	4.8789	5.33E-07
ENSG00000105321	2.6245	0.0043392
ENSG00000257704	2.4914	0.0063622
ENSG00000197405	0.77102	0.22035
ENSG00000134830	1.2166	0.11188
ENSG00000134815	2.1209	0.016964
ENSG00000105419	1.2384	0.10779
ENSG00000118160	0.46368	0.32144
ENSG00000118162	-0.87137	0.80822
ENSG00000105402	0.099879	0.46022
ENSG00000118156	0.23257	0.40805
ENSG00000024422	0.232	0.40827
ENSG00000178928	-0.22906	0.59059
ENSG00000105392	-0.048441	0.51932
ENSG00000105398	-1.9301	0.9732
ENSG00000188334	1.0176	0.15442
ENSG00000169393	-0.84354	0.80054
ENSG00000105507	-0.18733	0.5743
ENSG00000105499	-0.91761	0.82059
ENSG00000105486	-0.097499	0.53883
ENSG00000105483	-0.47214	0.68159
ENSG00000178150	-1.8097	0.96483
ENSG00000142227	0.33544	0.36865
ENSG00000161558	0.3137	0.37687
ENSG00000105467	-1.1148	0.86753
ENSG00000105438	-1.7633	0.96108
ENSG00000105464	-1.9564	0.97479
ENSG00000105447	-1.9826	0.9763
ENSG00000182324	-1.3745	0.91536
ENSG00000105443	-0.50704	0.69394
ENSG00000142235	-0.084992	0.53387
ENSG00000088002	-0.74988	0.77334
ENSG00000105523	0.5779	0.28167
ENSG00000177202	0.49307	0.31098
ENSG00000063177	0.69076	0.24486
ENSG00000063176	-0.7759	0.7811
ENSG00000105516	-0.86856	0.80746
ENSG00000063180	0.2559	0.39901
ENSG00000142233	1.4978	0.067091
ENSG00000176920	3.2818	0.00051564
ENSG00000176909	3.4204	0.00031269
ENSG00000105538	3.3634	0.00038495
ENSG00000182264	3.0995	0.00096937
ENSG00000174951	3.2077	0.00066905
ENSG00000105550	3.4876	0.00024369
ENSG00000105552	2.359	0.0091618
ENSG00000087076	2.4519	0.0071055
ENSG00000105559	1.7033	0.044253
ENSG00000087074	1.4371	0.075342
ENSG00000104804	2.0407	0.02064
ENSG00000104805	0.7408	0.22941
ENSG00000104808	0.28322	0.3885
ENSG00000087088	1.4784	0.069653
ENSG00000087086	1.1354	0.12809
ENSG00000104812	1.6966	0.044886
ENSG00000183207	1.9876	0.02343
ENSG00000104826	1.9791	0.023905
ENSG00000104818	1.416	0.078382
ENSG00000267631	0.95708	0.16926
ENSG00000189052	0.96978	0.16608
ENSG00000213030	0.27952	0.38992
ENSG00000196337	-0.61603	0.73106
ENSG00000225950	-1.6177	0.94714
ENSG00000104848	-1.3089	0.90472
ENSG00000104852	-0.52424	0.69995
ENSG00000104863	-0.30159	0.61852
ENSG00000221916	-0.27182	0.60712
ENSG00000177380	-0.69027	0.75499
ENSG00000130528	0.51123	0.30459
ENSG00000130529	2.4673	0.0068059
ENSG00000063127	5.9251	1.56E-09
ENSG00000104894	6.6578	1.39E-11
ENSG00000074219	6.2972	1.52E-10
ENSG00000104901	6.1882	3.04E-10
ENSG00000142538	5.3071	5.57E-08
ENSG00000261949	4.8126	7.45E-07
ENSG00000104888	2.1285	0.016647
ENSG00000104872	1.1219	0.13096
ENSG00000161618	0.74748	0.22739
ENSG00000090554	0.78795	0.21536
ENSG00000142541	0.047596	0.48102
ENSG00000142534	-0.0039844	0.50159
ENSG00000104870	-1.4045	0.91992
ENSG00000142552	-2.1756	0.98521
ENSG00000142546	-1.6628	0.95183
ENSG00000126460	-1.7593	0.96073
ENSG00000126464	-0.97412	0.835
ENSG00000126458	0.78811	0.21532
ENSG00000126461	1.3526	0.088097
ENSG00000126456	1.3338	0.091137
ENSG00000126453	-0.12131	0.54828
ENSG00000126457	1.0721	0.14184
ENSG00000224420	1.1459	0.12591
ENSG00000169169	0.94772	0.17164
ENSG00000126467	-0.99187	0.83937
ENSG00000196961	-0.66236	0.74613
ENSG00000010361	0.11407	0.45459
ENSG00000104973	1.2787	0.10051
ENSG00000104960	0.49637	0.30982
ENSG00000039650	-0.70338	0.75909
ENSG00000204673	-0.6362	0.73768
ENSG00000104946	-0.31729	0.62449
ENSG00000104951	-1.3245	0.90733
ENSG00000213024	-0.94985	0.82891
ENSG00000169136	-0.55366	0.71009
ENSG00000161640	-1.4755	0.92996
ENSG00000105053	-1.994	0.97692
ENSG00000142528	-1.199	0.88474
ENSG00000161652	-3.6714	0.99988
ENSG00000105357	-0.6525	0.74296
ENSG00000131398	0.12111	0.4518
ENSG00000131400	0.7693	0.22086
ENSG00000131408	0.93711	0.17435
ENSG00000062822	-0.26521	0.60458
ENSG00000269404	2.3892	0.0084429
ENSG00000086967	0.92663	0.17706
ENSG00000161671	-0.11893	0.54733
ENSG00000161677	-0.0015043	0.5006
ENSG00000204653	-0.049329	0.51967
ENSG00000131409	0.60233	0.27348
ENSG00000213023	-0.13178	0.55242
ENSG00000235034	0.8961	0.1851
ENSG00000161681	1.0556	0.14557
ENSG00000105472	-0.96674	0.83316
ENSG00000142511	-0.056875	0.52268
ENSG00000167747	0.91145	0.18103
ENSG00000167748	1.6377	0.050739
ENSG00000174562	1.0562	0.14544
ENSG00000142515	0.21065	0.41658
ENSG00000167751	0.090864	0.4638
ENSG00000167749	-1.4123	0.92108
ENSG00000167754	0.56042	0.2876
ENSG00000167755	-0.25122	0.59918
ENSG00000169035	-0.93593	0.82534
ENSG00000129455	-0.32475	0.62732
ENSG00000213022	-0.42735	0.66544
ENSG00000129451	-0.3369	0.6319
ENSG00000167757	-1.5552	0.94005
ENSG00000186474	-1.2224	0.88922
ENSG00000167759	-1.6773	0.95326
ENSG00000129437	-0.36415	0.64213
ENSG00000142544	0.74366	0.22854
ENSG00000129450	0.024972	0.49004
ENSG00000168995	-0.48677	0.68679
ENSG00000105383	-0.65669	0.74431
ENSG00000179213	-1.146	0.87411
ENSG00000142549	-0.23393	0.59248
ENSG00000186806	-0.67433	0.74995
ENSG00000105379	1.0211	0.1536
ENSG00000160318	1.5902	0.055891
ENSG00000105374	0.82161	0.20565
ENSG00000105370	-0.3182	0.62483
ENSG00000262874	-0.55626	0.71098
ENSG00000142512	0.084162	0.46646
ENSG00000105366	0.34757	0.36408
ENSG00000213822	0.9947	0.15994
ENSG00000254521	0.57814	0.28159
ENSG00000105492	-0.65805	0.74475
ENSG00000105497	0.28978	0.38599
ENSG00000268500	-1.3641	0.91373
ENSG00000254415	-1.0326	0.84911
ENSG00000105509	-0.27029	0.60653
ENSG00000171051	-0.34492	0.63492
ENSG00000171049	-0.83084	0.79697
ENSG00000187474	1.2456	0.10646
ENSG00000161551	-0.11502	0.54579
ENSG00000198093	-0.51503	0.69673
ENSG00000176024	-0.10207	0.54065
ENSG00000256683	-0.065573	0.52614
ENSG00000197619	0.3709	0.35535
ENSG00000142556	0.039783	0.48413
ENSG00000256087	0.4059	0.34241
ENSG00000197608	0.81299	0.20811
ENSG00000204611	-0.64145	0.73939
ENSG00000196267	-0.32048	0.6257
ENSG00000105568	-0.068487	0.5273
ENSG00000196214	1.1326	0.12869
ENSG00000198464	1.2031	0.11447
ENSG00000167554	0.40613	0.34232
ENSG00000221923	-0.28549	0.61236
ENSG00000167555	0.20572	0.41851
ENSG00000198633	-1.2909	0.90164
ENSG00000258405	-0.99439	0.83998
ENSG00000198482	-2.0722	0.98088
ENSG00000167562	-1.21	0.88685
ENSG00000167766	-0.16348	0.56493
ENSG00000213020	0.87707	0.19022
ENSG00000189190	0.35986	0.35948
ENSG00000198538	0.029549	0.48821
ENSG00000204604	-1.4894	0.93181
ENSG00000182986	-0.29087	0.61442
ENSG00000213793	-0.88145	0.81096
ENSG00000221874	-0.25926	0.60228
ENSG00000180257	0.086448	0.46556
ENSG00000269526	-0.21707	0.58592
ENSG00000268964	0.4949	0.31034
ENSG00000170949	-0.20169	0.57992
ENSG00000170954	0.42292	0.33618
ENSG00000197937	1.3747	0.084617
ENSG00000197497	0.93644	0.17452
ENSG00000197928	-0.95669	0.83064
ENSG00000196131	-0.071553	0.52852
ENSG00000228567	-0.50345	0.69267
ENSG00000163098	-1.7182	0.95712
ENSG00000213799	0.42687	0.33474
ENSG00000196417	0.41526	0.33898
ENSG00000160336	-0.17411	0.56911
ENSG00000198346	-1.7186	0.95716
ENSG00000130844	2.9088	0.001814
ENSG00000204595	-0.41533	0.66105
ENSG00000142405	-0.077092	0.53072
ENSG00000179820	-2.0495	0.97979
ENSG00000126583	-1.38	0.9162
ENSG00000105605	-0.44259	0.67097
ENSG00000142408	0.17056	0.43229
ENSG00000130433	-0.12413	0.54939
ENSG00000189068	-0.86853	0.80745
ENSG00000248385	0.56029	0.28764
ENSG00000170909	-1.0306	0.84864
ENSG00000170906	-0.70764	0.76042
ENSG00000105619	-0.27582	0.60866
ENSG00000105618	-1.0268	0.84774
ENSG00000088038	-0.046965	0.51873
ENSG00000105617	0.59922	0.27451
ENSG00000167608	0.56271	0.28682
ENSG00000125505	-0.47075	0.68109
ENSG00000170892	0.58053	0.28078
ENSG00000170889	2.0327	0.021044
ENSG00000204577	2.0736	0.019059
ENSG00000105609	-0.55395	0.71019
ENSG00000131042	-0.24683	0.59748
ENSG00000187116	-0.56757	0.71484
ENSG00000239961	-1.6089	0.94618
ENSG00000167613	-0.83893	0.79925
ENSG00000167614	0.60159	0.27372
ENSG00000167615	0.18359	0.42717
ENSG00000275183	0.11248	0.45522
ENSG00000167617	-0.2111	0.58359
ENSG00000167618	-0.26789	0.60561
ENSG00000239998	-0.82971	0.79665
ENSG00000104974	0.0088027	0.49649
ENSG00000104972	0.27966	0.38987
ENSG00000186818	-1.0828	0.86056
ENSG00000242019	1.2894	0.098627
ENSG00000243772	1.1753	0.11995
ENSG00000125498	1.1363	0.12791
ENSG00000189013	0.66762	0.25219
ENSG00000167633	0.63326	0.26328
ENSG00000221957	0.67875	0.24865
ENSG00000240403	0.96212	0.16799
ENSG00000186431	1.5553	0.059932
ENSG00000189430	-1.8437	0.96739
ENSG00000167634	-1.6652	0.95207
ENSG00000022556	1.4943	0.067549
ENSG00000088053	1.8665	0.030982
ENSG00000160439	0.98532	0.16223
ENSG00000131037	-1.751	0.96003
ENSG00000125503	0.44049	0.32979
ENSG00000105048	0.311	0.3779
ENSG00000129991	0.76574	0.22192
ENSG00000167646	0.62323	0.26657
ENSG00000129990	0.2096	0.41699
ENSG00000080031	0.50099	0.30819
ENSG00000180089	-0.060256	0.52402
ENSG00000105063	-0.2041	0.58086
ENSG00000133265	0.56197	0.28707
ENSG00000160469	0.82785	0.20388
ENSG00000180061	0.20286	0.41962
ENSG00000160471	-0.00082244	0.50033
ENSG00000095752	0.55797	0.28843
ENSG00000160472	0.82043	0.20599
ENSG00000233493	0.53382	0.29673
ENSG00000108107	-0.48154	0.68493
ENSG00000108106	-0.46736	0.67988
ENSG00000187902	1.2984	0.097081
ENSG00000063241	1.4962	0.067306
ENSG00000197483	-1.4318	0.9239
ENSG00000090971	-1.3418	0.91017
ENSG00000179954	-0.51039	0.69511
ENSG00000187550	-0.10668	0.54248
ENSG00000231274	-0.42944	0.6662
ENSG00000218891	-1.6247	0.94788
ENSG00000179943	-0.37789	0.64724
ENSG00000171443	-0.15847	0.56296
ENSG00000261221	-0.632	0.73631
ENSG00000179922	-0.47304	0.68191
ENSG00000213015	0.56063	0.28752
ENSG00000171425	0.45451	0.32473
ENSG00000173581	0.62436	0.2662
ENSG00000063244	0.47844	0.31617
ENSG00000063245	0.27474	0.39176
ENSG00000185792	0.42357	0.33594
ENSG00000223638	-0.82191	0.79444
ENSG00000229292	-0.36228	0.64143
ENSG00000179873	0.20845	0.41744
ENSG00000160505	-1.3673	0.91423
ENSG00000173572	0.55811	0.28838
ENSG00000179709	-0.69727	0.75718
ENSG00000171487	0.18631	0.4261
ENSG00000142409	-0.52928	0.70169
ENSG00000167685	0.041584	0.48342
ENSG00000197487	-1.412	0.92102
ENSG00000197213	0.0022633	0.4991
ENSG00000131848	-1.1622	0.87743
ENSG00000018869	-0.37628	0.64665
ENSG00000198440	-0.16043	0.56373
ENSG00000198046	0.2923	0.38503
ENSG00000196263	-0.39997	0.65541
ENSG00000196867	0.18538	0.42646
ENSG00000197016	0.13976	0.44442
ENSG00000197951	0.26471	0.39562
ENSG00000268182	0.11426	0.45452
ENSG00000127903	-0.0075561	0.50301
ENSG00000198300	-0.32137	0.62603
ENSG00000269699	-0.29545	0.61617
ENSG00000131864	0.42549	0.33524
ENSG00000141946	0.57434	0.28287
ENSG00000258873	0.23424	0.4074
ENSG00000083844	-1.3535	0.91206
ENSG00000105146	-0.45351	0.67491
ENSG00000204524	-0.7612	0.77673
ENSG00000197714	-1.7792	0.96239
ENSG00000178229	-1.8531	0.96807
ENSG00000131845	-1.2451	0.89345
ENSG00000152433	-1.3936	0.91828
ENSG00000188785	-1.9307	0.97324
ENSG00000186272	-1.7634	0.96108
ENSG00000186230	1.8181	0.034526
ENSG00000178201	1.1925	0.11654
ENSG00000197128	1.171	0.12081
ENSG00000105136	0.68466	0.24678
ENSG00000152439	-0.13618	0.55416
