GENE_ID	ENSID	GENE_NAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000114295	0	Gm2534	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114325	0	Rpl13-ps2	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114336	0	Gm18643	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114341	0	Gm47104	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114395	0	Gm47464	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114475	0	Gm2726	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114588	0	Gm6411	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114628	0	Gm19018	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114694	0	Gm47995	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114739	0	Gm47885	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114764	0	Gm20241	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114885	0	Gm7371	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000114998	0	Gm2157	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115010	0	Gm20150	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115077	0	Gm46455	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115085	0	Gm9198	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115093	0	Gm8047	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115106	0	Gm8043	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115185	0	Gm18715	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115218	0	Gm46477	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115265	0	Gm18153	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115274	0	Gm49040	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115319	0	Gm34417	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115323	0	Gm18762	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115436	0	Gm8353	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115537	0	Gm6704	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115600	0	Gm49299	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115649	0	Gm18813	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115702	0	Gm5206	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115745	0	Gm46448	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000115964	0	Gm6979	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000116058	0	Gm8843	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000116127	0	Gm8375	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000116352	0	Gm49447	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000116540	0	Gm49624	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000116710	0	Gm6557	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000116728	0	Gm41467	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000116734	0	Gm8376	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000116820	0	Gm17928	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000116941	0	Gm46578	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000116956	0	Gm49610	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117086	0	Gm31328	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117274	0	Gm17921	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117285	0	Gm49863	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117300	0	Gm18736	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117302	0	Gm34266	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117311	0	Esp22	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117344	0	Gm5231	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117625	0	Gm21018	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117849	0	Gm50355	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117856	0	Gm6937	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000117935	0	Gm8717	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118009	0	Gm50208	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118025	0	Gm5691	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118044	0	Gm50243	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118188	0	Gm50123	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118191	0	Gm45934	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118195	0	Gm8572	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118213	0	Gm50307	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118331	0	Gm18380	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118371	0	Gm50308	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118396	0	0	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118524	0	Gm53027	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118526	0	Gm52960	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000118635	0	Gm51440	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000000701	ENSG00000213231	Tcl1b5	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000005232	ENSG00000152254	G6pc2	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000006269	ENSG00000116039	Atp6v1b1	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000017310	ENSG00000149651	Spint4	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000018656	0	Tcaf3	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000018925	ENSG00000270379	Heatr9	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000021078	ENSG00000196860	Tomm20l	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000021539	ENSG00000145826	Lect2	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000021961	ENSG00000171060	4930578I06Rik	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000022347	ENSG00000121410	A1bg	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000022902	ENSG00000121552	Stfa2	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000024155	ENSG00000289722	Meiob	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000024386	0	Proc	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000025922	0	Rpl7-ps8	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000027416	ENSG00000125879	Otor	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000028008	ENSG00000256394	Asic5	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000028287	0	1700009N14Rik	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000028359	ENSG00000229314	Orm3	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000029683	ENSG00000170807	Lmod2	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000030142	ENSG00000166523	Clec4e	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000030361	ENSG00000111796	Klrb1a	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000030544	ENSG00000166823	Mesp1	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000031132	ENSG00000102245	Cd40lg	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000031179	ENSG00000124260	Magea9	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000032079	ENSG00000110243	Apoa5	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000034139	ENSG00000114204	Serpini2	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000035582	ENSG00000178795	Gdpd4	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000036500	ENSG00000163286	Akp3	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000038994	0	H1f9	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000039329	ENSG00000182459	Tex19.1	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000040583	0	Cyp2b13	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000041681	ENSG00000121351	Iapp	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000042179	ENSG00000187021	Pnliprp1	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000043485	ENSG00000131737	Krt34	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000043698	0	Olfr62	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000044213	ENSG00000172489	Olfr1094	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000044594	ENSG00000206073	Serpinb3a	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000044798	0	Olfr923	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000045030	0	Olfr1443	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000045493	ENSG00000125533	Bhlhe23	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000045521	ENSG00000206203	Tssk2	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000046095	ENSG00000108759	Krt32	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000047025	ENSG00000197651	Ccer1	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000047094	0	Ofcc1	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000048206	ENSG00000179407	Dnajb8	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000048425	0	Olfr686	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000050702	0	4930563M21Rik	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000050853	ENSG00000197309	Olfr958	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000051591	ENSG00000279486	Olfr697	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000051879	ENSG00000139648	Krt71	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000051952	0	Olfr371	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000052217	0	Hbb-bh1	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000052595	ENSG00000148584	A1cf	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000053490	ENSG00000176979	Trim60	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000054116	0	E130116L18Rik	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000054117	0	Zdhhc25	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000055197	ENSG00000163497	Fev	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000055826	ENSG00000088992	Tescl	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000055838	ENSG00000165202	Olfr357	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000056423	ENSG00000188958	Uts2b	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000056822	ENSG00000196071	Olfr166	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000057072	ENSG00000185523	Spata45	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000057424	0	Olfr934	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000057454	ENSG00000124466	Lypd3	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000058579	ENSG00000142615	Cela2a	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000059087	ENSG00000279486	Olfr698	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000059565	0	Gm5292	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000060068	0	Gm12222	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000060811	0	Gm10088	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000061068	0	Mcpt4	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000061488	0	Rpl27a-ps1	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000061780	ENSG00000197766	Cfd	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000061848	0	Gm5805	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000061877	0	BC048679	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000061974	0	Cldn24	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000061991	0	H2ac10	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000062235	0	Btf3-ps5	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000063350	ENSG00000170953	Olfr874	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000066068	0	Gm13611	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000066153	0	Mup21	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000066154	0	Mup3	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000066382	ENSG00000214681	Iqcf5	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000066516	ENSG00000142515	Klk1b21	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000066983	0	Gm16519	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000067338	0	Tuba3b	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000067526	ENSG00000254466	Olfr1425	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000068629	0	Gm6155	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000068890	0	Lce1a2	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000069044	ENSG00000114374	Usp9y	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000069189	ENSG00000188818	Zdhhc11	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000069315	0	Gm7731	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000069583	ENSG00000198271	Krtap12-1	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000070385	ENSG00000116748	Ampd1	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000071089	ENSG00000132274	Trim75	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000071185	ENSG00000094661	Olfr1357	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000071867	0	Mrpl27-ps	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000072553	ENSG00000214226	Gm525	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000072950	0	Gm10444	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000073494	ENSG00000198574	Sh2d1b2	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000073730	0	Ppp1r14bl	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000073842	0	Mup7	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000073894	ENSG00000170748	Rbmxl2	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000073991	ENSG00000176571	Cnbd1	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000074236	0	Gm9387	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000074419	ENSG00000244482	Gm15448	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000074596	ENSG00000101446	Spint3	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000074764	ENSG00000101251	Sel1l2	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000074970	0	Gm10794	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000075095	ENSG00000181939	Olfr1229	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000075168	ENSG00000181761	Olfr1099	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000075587	0	Gm11531	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000076493	0	Trbj2-2	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000076580	ENSG00000211598	Igkv8-27	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000076646	0	Ighv2-6-8	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000076754	ENSG00000211694	Trgv2	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000076839	ENSG00000211802	Trav13-1	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000078677	0	Gm10974	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000078787	0	Cyp2t4	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000079180	0	Mptx2	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000079699	ENSG00000187754	Gm6592	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080700	0	Gm15981	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080788	0	Gm7841	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080798	0	Gm5135	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080825	0	Gm14892	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080827	0	Gm12086	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080829	0	Gm8545	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080831	0	Gm12529	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080832	0	M6pr-ps	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080855	0	Rpl35-ps1	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080872	0	Gm11506	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080891	ENSG00000176798	Olfr587-ps1	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080944	0	Gm12967	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000080982	0	Gm13549	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081010	0	Gm13880	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081049	0	Rps24-ps3	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081052	0	Gm6305	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081070	0	Gm13181	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081141	0	Gm11501	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081182	0	Gm14935	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081229	0	Lamr1-ps1	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081235	0	Gm14788	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081251	0	Gm12164	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081319	0	Gm12936	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081326	0	Gm14417	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081331	0	Gm15151	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081335	0	Gm15786	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081340	0	Gm12275	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081500	0	Gm15233	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081553	0	Ccdc50-ps	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081584	0	Gm12716	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081732	0	Gm15495	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081742	0	Gm9051	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081758	0	Gm11460	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081845	0	Prkaca-ps1	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081942	0	Gm15149	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081971	0	Gm14115	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000081988	0	Gm15746	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082012	0	Gm5257	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082054	0	Psmb6-ps	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082125	0	Gm14679	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082240	0	Gm14380	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082285	0	Gm14069	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082370	0	Gm12313	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082412	0	Fau-ps1	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082417	0	Gm13740	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082433	0	Gm9025	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082449	0	Gm15244	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082455	0	Gm13665	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082458	0	Gm9430	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082463	0	Gm15765	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082496	0	Gm6798	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082512	0	Gm13937	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082551	0	Gm15065	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082561	0	Gm15580	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082598	0	Gm15212	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082617	0	Smt3h2-ps	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082623	0	Gm15493	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082648	0	Gm11366	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082671	0	Gm14006	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082692	0	H2af-ps1	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082709	0	Gm12362	0.124046503	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082711	0	Gm12987	0.111277876	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082715	0	Gm11633	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082849	0	Gm14053	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082871	0	Gm13263	0.134835147	0.748814012	3.533811541	0.211899815	0.832185195	NA
ENSMUSG00000082890	0	Gm15014	0.136268327	0.748814012	3.533811541	0.211899815	0.832185195	NA
