GENE_ID	GENE_NAME	GENE_DESCRIPTION	EXPR WT O T3	baseMean	log2FoldChange	lfcSE	stat	FC	pvalue	padj
ENSMUSG00000050157	Gm867	predicted gene 867 	2	62.86	0.05	0.33	0.16	1.04	0.8719	0.97811
ENSMUSG00000031520	Vegfc	vascular endothelial growth factor C 	2	64.14	0.04	0.23	0.16	1.03	0.87137	0.97811
ENSMUSG00000009876	Cox4i2	cytochrome c oxidase subunit 4I2 	2	85	0.04	0.22	0.16	1.02	0.87292	0.97811
ENSMUSG00000037336	Mfsd2b	major facilitator superfamily domain containing 2B 	2	98.94	0.03	0.19	0.16	1.02	0.87374	0.97811
ENSMUSG00000040350	Trim7	tripartite motif-containing 7 	2	99.89	0.04	0.26	0.16	1.03	0.8748	0.97811
ENSMUSG00000000884	Gnb1l	guanine nucleotide binding protein (G protein), beta polypeptide 1-like 	2	112.02	0.03	0.21	0.16	1.02	0.87358	0.97811
ENSMUSG00000040680	Kremen2	kringle containing transmembrane protein 2 	2	112.42	0.03	0.16	0.16	1.02	0.87457	0.97811
ENSMUSG00000039450	Dcxr	dicarbonyl L-xylulose reductase 	2	121.56	-0.02	0.15	-0.16	0.98	0.87238	0.97811
ENSMUSG00000044017	Adgrd1	adhesion G protein-coupled receptor D1 	2	143.79	-0.03	0.17	-0.16	0.98	0.87335	0.97811
ENSMUSG00000026765	Lypd6b	LY6/PLAUR domain containing 6B 	2	156.07	-0.06	0.36	-0.16	0.96	0.87294	0.97811
ENSMUSG00000041238	Rbbp8	retinoblastoma binding protein 8, endonuclease 	2	170.14	-0.03	0.18	-0.16	0.98	0.87386	0.97811
ENSMUSG00000001134	Uxt	ubiquitously expressed prefoldin like chaperone 	2	186.5	0.02	0.15	0.16	1.02	0.87388	0.97811
ENSMUSG00000040165	Cd209c	CD209c antigen 	2	196.69	0.03	0.18	0.16	1.02	0.87175	0.97811
ENSMUSG00000021994	Wnt5a	wingless-type MMTV integration site family, member 5A 	2	192.62	-0.04	0.27	-0.16	0.97	0.87466	0.97811
ENSMUSG00000042797	Aqp11	aquaporin 11 	2	203.29	0.04	0.28	0.16	1.03	0.8714	0.97811
ENSMUSG00000027424	Mgme1	mitochondrial genome maintenance exonuclease 1 	2	206.87	0.02	0.12	0.16	1.01	0.87459	0.97811
ENSMUSG00000056749	Nfil3	nuclear factor, interleukin 3, regulated 	2	236.69	0.02	0.13	0.16	1.01	0.87392	0.97811
ENSMUSG00000031758	Cdyl2	chromodomain protein, Y chromosome-like 2 	2	233.19	-0.02	0.14	-0.16	0.99	0.87459	0.97811
ENSMUSG00000028329	Xpa	xeroderma pigmentosum, complementation group A 	2	272.41	0.04	0.28	0.16	1.03	0.87265	0.97811
ENSMUSG00000037370	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1 	2	337.14	-0.03	0.16	-0.16	0.98	0.87374	0.97811
ENSMUSG00000021592	Arsk	arylsulfatase K 	2	338.43	-0.04	0.22	-0.16	0.98	0.87347	0.97811
ENSMUSG00000023795	Pisd-ps2	phosphatidylserine decarboxylase, pseudogene 2 	2	371.78	0.02	0.14	0.16	1.02	0.8712	0.97811
ENSMUSG00000095115	Itpripl2	inositol 1,4,5-triphosphate receptor interacting protein-like 2 	2	371.12	0.02	0.1	0.16	1.01	0.87481	0.97811
ENSMUSG00000023959	Clic5	chloride intracellular channel 5 	2	409.25	0.02	0.14	0.16	1.02	0.87458	0.97811
ENSMUSG00000059842	Zfp341	zinc finger protein 341 	2	460.85	0.01	0.09	0.16	1.01	0.8747	0.97811
ENSMUSG00000026342	Slc35f5	solute carrier family 35, member F5 	2	466.02	0.02	0.12	0.16	1.01	0.87463	0.97811
ENSMUSG00000024078	Ttc27	tetratricopeptide repeat domain 27 	2	563.2	-0.02	0.15	-0.16	0.98	0.87041	0.97811
ENSMUSG00000032757	Bet1	Bet1 golgi vesicular membrane trafficking protein 	2	649.92	-0.03	0.21	-0.16	0.98	0.87361	0.97811
ENSMUSG00000095930	Nim1k	NIM1 serine/threonine protein kinase 	2	690.92	-0.01	0.07	-0.16	0.99	0.87181	0.97811
ENSMUSG00000027286	Lrrc57	leucine rich repeat containing 57 	2	705.96	0.02	0.11	0.16	1.01	0.87373	0.97811
ENSMUSG00000045534	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5 	2	709.48	-0.01	0.08	-0.16	0.99	0.87031	0.97811
ENSMUSG00000118662	Tctn2	tectonic family member 2 	2	760.49	-0.01	0.08	-0.16	0.99	0.87423	0.97811
ENSMUSG00000036552	Ermard	ER membrane associated RNA degradation 	2	778.8	-0.01	0.08	-0.16	0.99	0.87186	0.97811
ENSMUSG00000009563	Tor2a	torsin family 2, member A 	2	785.5	-0.01	0.08	-0.16	0.99	0.87001	0.97811
ENSMUSG00000022131	Gpr180	G protein-coupled receptor 180 	2	794.75	0.01	0.07	0.16	1.01	0.87392	0.97811
ENSMUSG00000070697	Utp3	UTP3 small subunit processome component 	2	833.36	-0.01	0.08	-0.16	0.99	0.87066	0.97811
ENSMUSG00000020120	Plek	pleckstrin 	2	873.2	-0.02	0.13	-0.16	0.99	0.87021	0.97811
ENSMUSG00000028792	Ak2	adenylate kinase 2 	2	921.7	-0.02	0.12	-0.16	0.99	0.87111	0.97811
ENSMUSG00000022109	Med4	mediator complex subunit 4 	2	974.26	-0.01	0.07	-0.16	0.99	0.87135	0.97811
ENSMUSG00000032440	Tgfbr2	transforming growth factor, beta receptor II 	2	1023.18	0.01	0.06	0.16	1.01	0.87318	0.97811
ENSMUSG00000007338	Mrpl49	mitochondrial ribosomal protein L49 	2	1125.05	0.02	0.14	0.16	1.02	0.87351	0.97811
ENSMUSG00000027822	Slc33a1	solute carrier family 33 (acetyl-CoA transporter), member 1 	2	1136.02	0.01	0.09	0.16	1.01	0.8743	0.97811
ENSMUSG00000025474	Tubgcp2	tubulin, gamma complex associated protein 2 	2	1266.86	-0.02	0.09	-0.16	0.99	0.87	0.97811
ENSMUSG00000028703	Lrrc41	leucine rich repeat containing 41 	2	1423.03	-0.01	0.07	-0.16	0.99	0.87358	0.97811
ENSMUSG00000026153	Fam135a	family with sequence similarity 135, member A 	2	1586.87	0.01	0.07	0.16	1.01	0.86986	0.97811
ENSMUSG00000029330	Cds1	CDP-diacylglycerol synthase 1 	2	1643.7	-0.01	0.07	-0.16	0.99	0.87443	0.97811
ENSMUSG00000028847	Trappc3	trafficking protein particle complex 3 	2	1823.64	0.01	0.05	0.16	1.01	0.87254	0.97811
ENSMUSG00000041225	Arhgap12	Rho GTPase activating protein 12 	2	1828.19	-0.02	0.1	-0.16	0.99	0.8703	0.97811
ENSMUSG00000031169	Porcn	porcupine O-acyltransferase 	2	1850.88	-0.01	0.07	-0.16	0.99	0.87427	0.97811
ENSMUSG00000025451	Paip1	polyadenylate binding protein-interacting protein 1 	2	1891.21	-0.01	0.07	-0.16	0.99	0.87035	0.97811
ENSMUSG00000026889	Rbm18	RNA binding motif protein 18 	2	1996.03	-0.01	0.07	-0.16	0.99	0.87171	0.97811
ENSMUSG00000042211	Fbxo38	F-box protein 38 	2	2096.78	-0.01	0.05	-0.16	0.99	0.87224	0.97811
ENSMUSG00000037514	Pank2	pantothenate kinase 2 	2	2118.6	0.02	0.12	0.16	1.01	0.87464	0.97811
ENSMUSG00000021520	Uqcrb	ubiquinol-cytochrome c reductase binding protein 	2	2342.42	-0.01	0.06	-0.16	0.99	0.87393	0.97811
ENSMUSG00000049804	Armcx4	armadillo repeat containing, X-linked 4 	2	2372.36	0.02	0.13	0.16	1.01	0.87329	0.97811
ENSMUSG00000028416	Bag1	BCL2-associated athanogene 1 	2	2442.48	0.01	0.04	0.16	1	0.87079	0.97811
ENSMUSG00000019998	Stx7	syntaxin 7 	2	2794.07	-0.02	0.1	-0.16	0.99	0.87255	0.97811
ENSMUSG00000060166	Zdhhc8	zinc finger, DHHC domain containing 8 	2	2799.91	-0.02	0.11	-0.16	0.99	0.87086	0.97811
ENSMUSG00000020926	Adam11	a disintegrin and metallopeptidase domain 11 	2	3139.05	0.02	0.12	0.16	1.01	0.87223	0.97811
ENSMUSG00000032599	Ip6k2	inositol hexaphosphate kinase 2 	2	3127.74	-0.01	0.06	-0.16	0.99	0.87331	0.97811
ENSMUSG00000027091	Zc3h15	zinc finger CCCH-type containing 15 	2	3276.71	0.01	0.08	0.16	1.01	0.87258	0.97811
ENSMUSG00000042743	Sgtb	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta 	2	3964.56	0.01	0.05	0.16	1.01	0.87314	0.97811
ENSMUSG00000063146	Clip2	CAP-GLY domain containing linker protein 2 	2	4119.61	-0.01	0.05	-0.16	0.99	0.87075	0.97811
ENSMUSG00000051674	Dcun1d4	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) 	2	4274.58	-0.02	0.1	-0.16	0.99	0.87369	0.97811
ENSMUSG00000063063	Ctnna2	catenin (cadherin associated protein), alpha 2 	2	5273.59	-0.01	0.06	-0.16	0.99	0.87049	0.97811
ENSMUSG00000071172	Srsf3	serine and arginine-rich splicing factor 3 	2	5562.23	-0.02	0.1	-0.16	0.99	0.87465	0.97811
ENSMUSG00000022789	Dnm1l	dynamin 1-like 	2	8505.3	-0.01	0.06	-0.16	0.99	0.87396	0.97811
ENSMUSG00000028452	Vcp	valosin containing protein 	2	11935.05	-0.01	0.04	-0.16	1	0.87256	0.97811
ENSMUSG00000028656	Cap1	CAP, adenylate cyclase-associated protein 1 (yeast) 	2	17078.74	-0.01	0.09	-0.16	0.99	0.87257	0.97811
ENSMUSG00000073158	9030624G23Rik	RIKEN cDNA 9030624G23 gene 	2	156.88	0.02	0.13	0.16	1.01	0.87526	0.97813
ENSMUSG00000020492	Ska2	spindle and kinetochore associated complex subunit 2 	2	657.42	0.02	0.1	0.16	1.01	0.87501	0.97813
ENSMUSG00000047153	Khnyn	KH and NYN domain containing 	2	952.73	0.02	0.1	0.16	1.01	0.87506	0.97813
ENSMUSG00000038984	Tspyl5	testis-specific protein, Y-encoded-like 5 	2	1961.95	0.01	0.07	0.16	1.01	0.87519	0.97813
ENSMUSG00000031754	Nudt21	nudix (nucleoside diphosphate linked moiety X)-type motif 21 	2	2471.45	0.01	0.09	0.16	1.01	0.87531	0.97813
ENSMUSG00000024759	Atl3	atlastin GTPase 3 	2	2459.1	-0.02	0.1	-0.16	0.99	0.8749	0.97813
ENSMUSG00000079056	Kcnip3	Kv channel interacting protein 3, calsenilin 	2	3947.66	-0.01	0.07	-0.16	0.99	0.87514	0.97813
ENSMUSG00000032640	Chsy1	chondroitin sulfate synthase 1 	2	592.88	0.01	0.08	0.16	1.01	0.87547	0.97819
ENSMUSG00000016637	Ift27	intraflagellar transport 27 	2	625.47	-0.01	0.09	-0.16	0.99	0.87548	0.97819
ENSMUSG00000093666	Vmn1r-ps15	vomeronasal 1 receptor, pseudogene 15 	2	30.21	0.05	0.31	0.16	1.03	0.87569	0.97832
ENSMUSG00000020160	Meis1	Meis homeobox 1 	2	761.6	-0.02	0.16	-0.16	0.98	0.87577	0.97832
ENSMUSG00000049288	Lix1l	Lix1-like 	2	947.27	0.01	0.08	0.16	1.01	0.87575	0.97832
ENSMUSG00000001558	Klhl10	kelch-like 10 	2	21.93	-0.05	0.35	-0.16	0.96	0.87584	0.97833
ENSMUSG00000032554	Trf	transferrin 	2	22326.25	0.02	0.13	0.16	1.01	0.87594	0.97837
ENSMUSG00000029094	Afap1	actin filament associated protein 1 	2	1002.9	-0.01	0.07	-0.16	0.99	0.87614	0.97846
ENSMUSG00000033653	Vps8	VPS8 CORVET complex subunit 	2	1508.47	0.02	0.13	0.16	1.01	0.8761	0.97846
ENSMUSG00000034333	Zbed4	zinc finger, BED type containing 4 	2	608.95	0.01	0.09	0.16	1.01	0.87628	0.97855
ENSMUSG00000047671	Dynlt4	dynein light chain Tctex-type 4 	2	31.58	-0.08	0.53	-0.16	0.94	0.87641	0.97863
ENSMUSG00000050625	Ccdc121	coiled-coil domain containing 121 	2	30.94	-0.06	0.4	-0.16	0.96	0.87655	0.97865
ENSMUSG00000083798	Gm14584	predicted gene 14584 	2	98.04	-0.04	0.25	-0.16	0.97	0.8765	0.97865
ENSMUSG00000031728	Zfp821	zinc finger protein 821 	2	1138.2	-0.01	0.06	-0.16	0.99	0.87664	0.97865
ENSMUSG00000090223	Pcp4	Purkinje cell protein 4 	2	25665.36	-0.02	0.12	-0.16	0.99	0.87667	0.97865
ENSMUSG00000023216	Epb42	erythrocyte membrane protein band 4.2 	2	21.55	-0.06	0.4	-0.16	0.96	0.87677	0.97869
ENSMUSG00000005262	Ufd1	ubiquitin recognition factor in ER-associated degradation 1 	2	2698.62	0.02	0.15	0.15	1.02	0.87687	0.97875
ENSMUSG00000058385	H2bc8	H2B clustered histone 8 	2	21.28	0.07	0.45	0.15	1.05	0.87742	0.97876
ENSMUSG00000040136	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8 	2	1005.12	-0.03	0.2	-0.15	0.98	0.87732	0.97876
ENSMUSG00000017548	Suz12	SUZ12 polycomb repressive complex 2 subunit 	2	1678.6	0.01	0.09	0.15	1.01	0.87742	0.97876
ENSMUSG00000031660	Brd7	bromodomain containing 7 	2	1920.45	0.02	0.13	0.15	1.01	0.87725	0.97876
ENSMUSG00000052712	BC004004	cDNA sequence BC004004 	2	1934.53	0.01	0.09	0.15	1.01	0.87714	0.97876
ENSMUSG00000031451	Gas6	growth arrest specific 6 	2	3092.34	-0.01	0.08	-0.15	0.99	0.87729	0.97876
ENSMUSG00000033287	Kctd17	potassium channel tetramerisation domain containing 17 	2	10213.46	-0.02	0.1	-0.15	0.99	0.87732	0.97876
ENSMUSG00000115053	Gm49275	predicted gene, 49275 	2	30.06	-0.05	0.33	-0.15	0.97	0.8776	0.97879
ENSMUSG00000040033	Stat2	signal transducer and activator of transcription 2 	2	1210.73	-0.02	0.15	-0.15	0.98	0.87763	0.97879
ENSMUSG00000038967	Pdk2	pyruvate dehydrogenase kinase, isoenzyme 2 	2	2684.68	-0.01	0.07	-0.15	0.99	0.87754	0.97879
ENSMUSG00000024563	Smad2	SMAD family member 2 	2	1293.66	0.01	0.09	0.15	1.01	0.8777	0.9788
ENSMUSG00000028717	Tal1	T cell acute lymphocytic leukemia 1 	2	73.97	-0.03	0.21	-0.15	0.98	0.87793	0.97899
ENSMUSG00000022061	Nkx3-1	NK3 homeobox 1 	2	21.64	-0.07	0.44	-0.15	0.95	0.87899	0.97901
ENSMUSG00000049285	Mblac1	metallo-beta-lactamase domain containing 1 	2	40.96	0.04	0.29	0.15	1.03	0.87858	0.97901
ENSMUSG00000091930	Vmn2r52	vomeronasal 2, receptor 52 	2	48.95	0.04	0.25	0.15	1.03	0.87908	0.97901
ENSMUSG00000060244	Alyref2	Aly/REF export factor 2 	2	102.16	-0.03	0.17	-0.15	0.98	0.87875	0.97901
ENSMUSG00000048126	Col6a3	collagen, type VI, alpha 3 	2	116.39	-0.05	0.3	-0.15	0.97	0.87854	0.97901
ENSMUSG00000092470	Gm20518	predicted gene 20518 	2	141.39	0.04	0.24	0.15	1.03	0.87863	0.97901
ENSMUSG00000066233	Tmem42	transmembrane protein 42 	2	274.32	-0.02	0.14	-0.15	0.99	0.87825	0.97901
ENSMUSG00000042757	Tmem108	transmembrane protein 108 	2	317.81	-0.03	0.17	-0.15	0.98	0.87877	0.97901
ENSMUSG00000046743	Fat4	FAT atypical cadherin 4 	2	416.5	-0.02	0.14	-0.15	0.99	0.87836	0.97901
ENSMUSG00000034218	Atm	ataxia telangiectasia mutated 	2	1020.69	-0.06	0.42	-0.15	0.96	0.87842	0.97901
ENSMUSG00000028577	Plaa	phospholipase A2, activating protein 	2	1460.52	-0.01	0.09	-0.15	0.99	0.87886	0.97901
ENSMUSG00000071655	Ubxn1	UBX domain protein 1 	2	1773.15	-0.01	0.07	-0.15	0.99	0.87848	0.97901
ENSMUSG00000013419	Zfp651	zinc finger protein 651 	2	2492.36	0.01	0.05	0.15	1.01	0.87856	0.97901
ENSMUSG00000018427	Ypel2	yippee like 2 	2	5409.84	0.02	0.13	0.15	1.01	0.87869	0.97901
ENSMUSG00000033577	Myo6	myosin VI 	2	6380.73	-0.01	0.09	-0.15	0.99	0.87818	0.97901
ENSMUSG00000040724	Kcna2	potassium voltage-gated channel, shaker-related subfamily, member 2 	2	11733.5	-0.01	0.06	-0.15	0.99	0.87847	0.97901
ENSMUSG00000031398	Plxna3	plexin A3 	2	1019.2	0.03	0.2	0.15	1.02	0.87918	0.97906
ENSMUSG00000037851	Iars	isoleucine-tRNA synthetase 	2	2535.11	0.01	0.1	0.15	1.01	0.87935	0.97918
ENSMUSG00000028813	CK137956	cDNA sequence CK137956 	2	31.45	-0.05	0.31	-0.15	0.97	0.87943	0.97919
ENSMUSG00000063172	Hspb11	heat shock protein family B (small), member 11 	2	354.25	-0.02	0.14	-0.15	0.99	0.87957	0.97919
ENSMUSG00000029513	Prkab1	protein kinase, AMP-activated, beta 1 non-catalytic subunit 	2	525.93	-0.02	0.14	-0.15	0.99	0.87957	0.97919
ENSMUSG00000007817	Zmiz1	zinc finger, MIZ-type containing 1 	2	4804.42	0.01	0.07	0.15	1.01	0.8796	0.97919
ENSMUSG00000083015	Gm16518	predicted gene, 16518 	2	20.71	0.07	0.48	0.15	1.05	0.87975	0.97921
ENSMUSG00000000301	Pemt	phosphatidylethanolamine N-methyltransferase 	2	35.07	0.06	0.43	0.15	1.05	0.88081	0.97921
ENSMUSG00000078653	Cntd1	cyclin N-terminal domain containing 1 	2	42.63	0.05	0.32	0.15	1.03	0.88123	0.97921
ENSMUSG00000053861	Gm9925	predicted gene 9925 	2	62.18	0.03	0.23	0.15	1.02	0.88019	0.97921
ENSMUSG00000079547	H2-DMb1	histocompatibility 2, class II, locus Mb1 	2	73.83	0.03	0.23	0.15	1.02	0.88091	0.97921
ENSMUSG00000006649	Nphs1	nephrosis 1, nephrin 	2	167.4	-0.03	0.21	-0.15	0.98	0.8808	0.97921
ENSMUSG00000022574	Naprt	nicotinate phosphoribosyltransferase 	2	193.52	0.03	0.22	0.15	1.02	0.88081	0.97921
ENSMUSG00000005803	Sqor	sulfide quinone oxidoreductase 	2	223.73	-0.02	0.14	-0.15	0.99	0.88123	0.97921
ENSMUSG00000033126	Ybey	ybeY metallopeptidase 	2	235.7	-0.02	0.13	-0.15	0.99	0.88092	0.97921
ENSMUSG00000032245	Cln6	ceroid-lipofuscinosis, neuronal 6 	2	246.76	0.03	0.17	0.15	1.02	0.88005	0.97921
ENSMUSG00000078722	Gm12394	predicted gene 12394 	2	274.97	-0.04	0.25	-0.15	0.97	0.88104	0.97921
ENSMUSG00000053226	Dand5	DAN domain family member 5, BMP antagonist 	2	297.65	-0.02	0.1	-0.15	0.99	0.8811	0.97921
ENSMUSG00000027999	Pla2g12a	phospholipase A2, group XIIA 	2	669.9	-0.01	0.09	-0.15	0.99	0.88117	0.97921
ENSMUSG00000036822	Topors	topoisomerase I binding, arginine/serine-rich 	2	885.89	0.01	0.08	0.15	1.01	0.88007	0.97921
ENSMUSG00000058267	Mrps14	mitochondrial ribosomal protein S14 	2	985.15	-0.01	0.06	-0.15	0.99	0.88013	0.97921
ENSMUSG00000047793	Sned1	sushi, nidogen and EGF-like domains 1 	2	1007.81	0.02	0.14	0.15	1.01	0.87989	0.97921
ENSMUSG00000016257	Prelid3b	PRELI domain containing 3B 	2	1139.69	0.01	0.1	0.15	1.01	0.88107	0.97921
ENSMUSG00000024981	Acsl5	acyl-CoA synthetase long-chain family member 5 	2	1234.53	0.02	0.16	0.15	1.02	0.88101	0.97921
ENSMUSG00000021311	Mtr	5-methyltetrahydrofolate-homocysteine methyltransferase 	2	1387.45	-0.01	0.09	-0.15	0.99	0.88099	0.97921
ENSMUSG00000003228	Grk5	G protein-coupled receptor kinase 5 	2	1481.23	-0.01	0.07	-0.15	0.99	0.88119	0.97921
ENSMUSG00000023809	Rps6ka2	ribosomal protein S6 kinase, polypeptide 2 	2	3276.57	0.01	0.09	0.15	1.01	0.881	0.97921
ENSMUSG00000057719	Sh3rf2	SH3 domain containing ring finger 2 	2	3449.05	-0.03	0.2	-0.15	0.98	0.88109	0.97921
ENSMUSG00000026277	Stk25	serine/threonine kinase 25 (yeast) 	2	7818.42	-0.01	0.05	-0.15	1	0.88005	0.97921
ENSMUSG00000015291	Gdi1	guanosine diphosphate (GDP) dissociation inhibitor 1 	2	21513.16	0.01	0.05	0.15	1.01	0.88003	0.97921
ENSMUSG00000030670	Cyp2r1	cytochrome P450, family 2, subfamily r, polypeptide 1 	2	22.31	0.06	0.42	0.15	1.04	0.88322	0.97944
ENSMUSG00000028558	Calr4	calreticulin 4 	2	25.97	0.07	0.45	0.15	1.05	0.88265	0.97944
ENSMUSG00000096140	Ankrd66	ankyrin repeat domain 66 	2	28.29	0.06	0.4	0.15	1.04	0.88159	0.97944
ENSMUSG00000001420	Tmem79	transmembrane protein 79 	2	31.71	-0.04	0.3	-0.15	0.97	0.88268	0.97944
ENSMUSG00000072664	Ugt3a1	UDP glycosyltransferases 3 family, polypeptide A1 	2	31.97	-0.05	0.32	-0.15	0.97	0.88301	0.97944
ENSMUSG00000049041	Olfr398	olfactory receptor 398 	2	42.59	0.04	0.31	0.15	1.03	0.88322	0.97944
ENSMUSG00000021281	Tnfaip2	tumor necrosis factor, alpha-induced protein 2 	2	52.84	0.08	0.53	0.15	1.06	0.88308	0.97944
ENSMUSG00000074342	I830077J02Rik	RIKEN cDNA I830077J02 gene 	2	70.52	0.04	0.28	0.15	1.03	0.88193	0.97944
ENSMUSG00000022184	Fbxo4	F-box protein 4 	2	210.22	0.02	0.14	0.15	1.01	0.88212	0.97944
ENSMUSG00000022748	Cmss1	cms small ribosomal subunit 1 	2	269.09	-0.02	0.1	-0.15	0.99	0.88235	0.97944
ENSMUSG00000054277	Arfgap3	ADP-ribosylation factor GTPase activating protein 3 	2	433.59	-0.02	0.13	-0.15	0.99	0.88277	0.97944
ENSMUSG00000070520	Nsmce3	NSE3 homolog, SMC5-SMC6 complex component 	2	566.93	0.01	0.09	0.15	1.01	0.88227	0.97944
ENSMUSG00000031171	Ftsj1	FtsJ RNA methyltransferase homolog 1 (E. coli) 	2	691.22	-0.01	0.08	-0.15	0.99	0.88287	0.97944
ENSMUSG00000035275	Raver2	ribonucleoprotein, PTB-binding 2 	2	958.61	0.02	0.11	0.15	1.01	0.88326	0.97944
ENSMUSG00000022407	Adsl	adenylosuccinate lyase 	2	996.16	0.01	0.1	0.15	1.01	0.88248	0.97944
ENSMUSG00000051579	Tceal8	transcription elongation factor A (SII)-like 8 	2	1049.17	-0.01	0.09	-0.15	0.99	0.88248	0.97944
ENSMUSG00000022323	Rida	reactive intermediate imine deaminase A homolog 	2	1156.19	0.01	0.08	0.15	1.01	0.88201	0.97944
ENSMUSG00000021890	Eaf1	ELL associated factor 1 	2	1177.58	0.01	0.09	0.15	1.01	0.8822	0.97944
ENSMUSG00000035790	Cep19	centrosomal protein 19 	2	2209.96	-0.01	0.07	-0.15	0.99	0.88305	0.97944
ENSMUSG00000039473	Ubn1	ubinuclein 1 	2	2698.46	-0.01	0.07	-0.15	0.99	0.88165	0.97944
ENSMUSG00000053841	Txlna	taxilin alpha 	2	2784.31	-0.02	0.13	-0.15	0.99	0.88299	0.97944
ENSMUSG00000036792	Mbd5	methyl-CpG binding domain protein 5 	2	3172.97	-0.01	0.07	-0.15	0.99	0.88186	0.97944
ENSMUSG00000024045	Akap8	A kinase (PRKA) anchor protein 8 	2	5569.56	-0.01	0.07	-0.15	0.99	0.88328	0.97944
ENSMUSG00000000563	Atp5pb	ATP synthase peripheral stalk-membrane subunit b 	2	7737.01	0.01	0.04	0.15	1	0.88295	0.97944
ENSMUSG00000020580	Rock2	Rho-associated coiled-coil containing protein kinase 2 	2	9027.74	0.01	0.08	0.15	1.01	0.88252	0.97944
ENSMUSG00000061601	Pclo	piccolo (presynaptic cytomatrix protein) 	2	12212.76	0.01	0.06	0.15	1.01	0.88245	0.97944
ENSMUSG00000038664	Herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 	2	13425.02	0.01	0.06	0.15	1.01	0.88273	0.97944
ENSMUSG00000063077	Kif1b	kinesin family member 1B 	2	35241.62	0.01	0.06	0.15	1.01	0.88255	0.97944
ENSMUSG00000112368	Gm49376	predicted gene, 49376 	2	23.43	0.05	0.37	0.15	1.04	0.88337	0.97947
ENSMUSG00000034738	Nostrin	nitric oxide synthase trafficker 	2	122.77	0.03	0.22	0.15	1.02	0.88347	0.9795
ENSMUSG00000066800	Rnasel	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) 	2	296.7	-0.04	0.27	-0.15	0.97	0.88352	0.9795
ENSMUSG00000028677	Rnf220	ring finger protein 220 	2	4892.49	0.01	0.05	0.15	1	0.8836	0.97952
ENSMUSG00000068950	Olfr338	olfactory receptor 338 	2	140.75	0.03	0.2	0.15	1.02	0.88407	0.9796
ENSMUSG00000055912	Tmem150a	transmembrane protein 150A 	2	245.61	-0.02	0.16	-0.15	0.98	0.88382	0.9796
ENSMUSG00000022111	Uchl3	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) 	2	895.06	-0.01	0.07	-0.15	0.99	0.88427	0.9796
ENSMUSG00000031327	Chic1	cysteine-rich hydrophobic domain 1 	2	1520.26	0.01	0.09	0.15	1.01	0.88414	0.9796
ENSMUSG00000032507	Fbxl2	F-box and leucine-rich repeat protein 2 	2	1877.09	0.01	0.08	0.15	1.01	0.88422	0.9796
ENSMUSG00000034189	Hsdl1	hydroxysteroid dehydrogenase like 1 	2	2197.43	-0.02	0.16	-0.15	0.98	0.88427	0.9796
ENSMUSG00000031731	Ap1g1	adaptor protein complex AP-1, gamma 1 subunit 	2	5130.49	-0.01	0.07	-0.15	0.99	0.88412	0.9796
ENSMUSG00000034868	Myl12b	myosin, light chain 12B, regulatory 	2	5411.65	0.01	0.1	0.15	1.01	0.88377	0.9796
ENSMUSG00000025410	Dctn2	dynactin 2 	2	6352.24	-0.01	0.04	-0.15	1	0.88406	0.9796
ENSMUSG00000095041	0	0	2	18062.09	0.05	0.35	0.15	1.04	0.88414	0.9796
ENSMUSG00000107584	Gm18716	predicted gene, 18716 	2	50.27	0.04	0.25	0.15	1.03	0.88443	0.97972
ENSMUSG00000097086	Gm7672	predicted gene 7672 	2	23.62	0.05	0.36	0.14	1.04	0.88527	0.97992
ENSMUSG00000094822	Olfr243	olfactory receptor 243 	2	70.72	-0.03	0.2	-0.14	0.98	0.88495	0.97992
ENSMUSG00000059588	Calcrl	calcitonin receptor-like 	2	229.65	0.03	0.22	0.14	1.02	0.88502	0.97992
ENSMUSG00000081471	Gm14735	predicted gene 14735 	2	391.97	-0.01	0.09	-0.14	0.99	0.88498	0.97992
ENSMUSG00000056228	Cars2	cysteinyl-tRNA synthetase 2 (mitochondrial)(putative) 	2	661.08	0.01	0.09	0.14	1.01	0.88483	0.97992
ENSMUSG00000036073	Galt	galactose-1-phosphate uridyl transferase 	2	1093.15	-0.01	0.06	-0.14	0.99	0.88507	0.97992
ENSMUSG00000038957	Edc3	enhancer of mRNA decapping 3 	2	1139.79	-0.02	0.14	-0.14	0.99	0.8851	0.97992
ENSMUSG00000038497	Tmco3	transmembrane and coiled-coil domains 3 	2	1492.56	0.01	0.07	0.14	1.01	0.88537	0.97992
ENSMUSG00000024242	Map4k3	mitogen-activated protein kinase kinase kinase kinase 3 	2	1645.05	0.01	0.08	0.14	1.01	0.88534	0.97992
ENSMUSG00000025892	Gria4	glutamate receptor, ionotropic, AMPA4 (alpha 4) 	2	3402.92	0.01	0.09	0.14	1.01	0.8854	0.97992
